_id,ALARM_DATE,CONT_DATE,GIS_ACRES,Shape__Area,Shape__Length,YEAR_,STATE,FIRE_NAME,INC_NUM
1764,03/11/2019,26/11/2019,9.93289,65421.80859,1387.015035,2019,CA,ROCK,1925
1765,23/05/2019,2/12/2019,732.4003,4783220.539,11395.99663,2019,CA,ROSASCO,1355
1766,19/11/2019,2/12/2019,7.903546,51727.07813,1397.043468,2019,CA,RUSHING,2012
1767,17/09/2019,1/12/2019,88.80357,608267.8242,5678.733228,2019,CA,WEST,1438
1768,05/09/2019,22/9/2019,16.53279,113877.8477,2286.636208,2019,CA,DIXIE,1344
1769,16/09/2019,22/9/2019,5.562233,38246.15234,894.0139045,2019,CA,GRIZZLEY TUNNEL,1434
1770,11/06/2019,12/8/2019,46.80063,322921.6016,3394.801739,2019,CA,MEADOW,576
1771,21/06/2019,2/7/2019,8.897158,61413.24609,1544.986464,2019,CA,SNAKE,644
1772,04/09/2019,15/1/2020,54614.9,378027378.7,271202.7941,2019,CA,WALKER,1324
1773,21/11/2019,6/12/2019,73.55267,508493.2813,4212.406703,2019,CA,CREEK,1833
1774,18/08/2019,25/8/2019,21.87162,152470.7969,2174.9868,2019,CA,VAN DUZEN,614
1775,10/10/2019,10/12/2019,3441.766,22905082.18,39373.86031,2019,CA,CAPLES,30945
1776,30/10/2019,2/11/2019,435.9512,2574850.004,13866.28773,2019,CA,HILL,139654
1777,22/07/2019,1/8/2019,36.58765,235726.6758,2730.829712,2019,CA,BOWLER,721
1778,24/10/2019,31/10/2019,4581.739,27336078.7,59174.7201,2019,CA,TICK,
1779,14/08/2019,27/11/2019,36.58359,256263.1016,3036.822137,2019,CA,RED,4540
1780,24/10/2019,26/10/2019,55.84444,363349.7109,3250.823141,2019,CA,MUIR 2,1925
1781,09/06/2019,9/6/2019,1.006725,5985.838425,274.2631293,2019,CA,HOLLYWOOD HILLS,725
1782,13/08/2019,13/8/2019,1.816222,10741.19531,689.1679795,2019,CA,PALERMO,
1783,30/08/2019,30/8/2019,17.72473,104740.8242,1587.264952,2019,CA,SWEETWATER,
1784,10/10/2019,14/10/2019,80.3277,475817.9336,3685.386744,2019,CA,WENDY,558
1785,,,66.58718,405174.0781,4777.042672,2019,CA,STAR,13598
1786,10/10/2019,31/10/2019,8799.325,52335530.8,86547.40783,2019,CA,SADDLE RIDGE,1582
1787,21/10/2019,21/10/2019,45.09488,266559.3203,2935.433261,2019,CA,PALISADES 2,580
1788,28/10/2019,5/11/2019,552.6332,3269037.859,21590.34895,2019,CA,GETTY,1583
1789,28/10/2019,28/10/2019,10.82971,64149.79688,1654.937448,2019,CA,OAK,
1790,30/10/2019,30/10/2019,5.9004,34952.75,963.0710188,2019,CA,MUREAU,
1791,09/11/2019,10/11/2019,72.63429,430190.9648,5393.349379,2019,CA,BARHAM,845
1792,25/11/2019,14/12/2019,2597.293,15508726.17,58908.29672,2019,CA,CAVE,2908
1793,11/10/2019,12/10/2019,31.12859,178311.8203,2528.121674,2019,CA,AGUA,21198
1794,27/06/2019,27/6/2019,104.9992,649067.7578,5377.074084,2019,CA,TRACK,512
1795,07/05/2019,9/5/2019,3283.456,20195636.42,29450.82267,2019,CA,REFUGE,1918282
1796,21/07/2019,21/7/2019,158.8546,1016954.617,4567.63612,2019,CA,REFUGE,725
1797,02/06/2019,2/6/2019,0.548332,3533.003906,360.1657213,2019,CA,TRESTLE,373
1798,17/10/2019,17/10/2019,1.98405,13002.17578,1382.620412,2019,CA,SEARS,18910
1799,05/08/2019,6/8/2019,1.919023,12986.00391,427.2093643,2019,CA,DELEVAN T28,369
1800,02/07/2019,2/7/2019,4.376543,29713.96875,1199.419814,2019,CA,DRUMHELLER SLOUGH,286
1801,17/07/2019,19/7/2019,34.12664,245977.1914,2345.823387,2019,CA,HEADQUARTERS,444
1802,28/07/2019,16/9/2019,14142.41,103073147.2,79831.983,2019,CA,TUCKER,509
1803,17/07/2018,17/7/2018,19.23786,115487.9805,2202.784172,2018,CA,WOODCHOPPER 1,15994
1804,20/05/2018,22/5/2018,189.5374,1144194.539,5519.220123,2018,CA,WASIOJA,6679
1805,12/06/2018,12/6/2018,63.63537,418324.668,4445.309836,2018,CA,LIBERTY,15944
1806,29/06/2018,29/6/2018,50.66001,336044.6289,2748.425334,2018,CA,GRANT,17837
1807,04/07/2018,4/7/2018,315.9945,2093722.605,8973.935284,2018,CA,SHINGLE,18477
1808,08/06/2018,8/6/2018,13.11449,86776.375,1385.263894,2018,CA,INDIO,15533
1809,06/07/2018,10/7/2018,824.9778,5446687.156,16097.77735,2018,CA,IRISH,18720
1810,01/08/2018,3/8/2018,66.73654,443317.9258,3477.059243,2018,CA,BUMPER,21760
1811,01/08/2018,2/8/2018,66.69245,445327.4219,4037.875548,2018,CA,OMEGA,21770
1812,20/09/2018,22/9/2018,10.13181,67497.76172,1208.160393,2018,CA,MYERS,27442
1813,04/09/2018,7/9/2018,134.9016,904111.1953,4142.717146,2018,CA,SLIGER,25665
1814,02/08/2018,5/8/2018,197.5548,1317659.898,5604.483991,2018,CA,DUTCH,21825
1815,19/04/2018,23/4/2018,1253.925,7904706.434,24309.43558,2018,CA,MOFFAT,5618
1816,18/02/2018,25/2/2018,2075.696,13337374.89,46746.64992,2018,CA,PLEASANT,2752
1817,12/07/2018,7/9/2018,954.6071,6548695.926,12410.24455,2018,CA,STONEY,10359
1818,30/10/2018,12/11/2018,450.773,3055275.738,12755.17845,2018,CA,JUNES,16272
1819,08/11/2018,26/11/2018,153335.6,1051100904,405925.6301,2018,CA,CAMP,16737
1820,03/11/2018,9/11/2018,15.64786,99500.45313,1559.651889,2018,CA,RINCON,7586
1821,16/11/2018,16/11/2018,9.018476,57534.57813,1395.07488,2018,CA,BEAR,7905
1822,30/08/2018,30/8/2018,1.009718,6384.296875,334.9219172,2018,CA,FISH,12704
1823,27/06/2018,29/6/2018,78.95502,497952.4102,3434.587079,2018,CA,ANCHOR,9250
1824,12/04/2018,12/4/2018,49.1616,303535.8633,2461.631191,2018,CA,AQUEDUCT,5111
1825,26/05/2018,27/5/2018,108.4346,684996.4531,5476.16804,2018,CA,COBBLE,7366
1826,02/06/2018,2/6/2018,12.29649,76386.67969,1854.269039,2018,CA,COLDWELL,7849
1827,11/06/2018,11/6/2018,11.74929,72918.36328,1483.804986,2018,CA,ELEPHANT,8350
1828,04/06/2018,4/6/2018,3.986457,24772.48438,640.204304,2018,CA,FRAME,7930
1829,03/06/2018,3/6/2018,9.833247,62619.61328,1410.576644,2018,CA,FRAZIER,7893
1830,30/05/2018,1/6/2018,4.022202,25478.16406,773.3161436,2018,CA,LAKE,7651
1831,30/05/2018,30/5/2018,10.21674,64752.58203,1704.846455,2018,CA,SHEPHERD,7642
1832,18/06/2018,19/6/2018,10.56412,67108.875,1161.193477,2018,CA,SYCAMORE,8786
1833,12/06/2018,12/6/2018,24.16482,149161.3867,1997.896927,2018,CA,UTICA,8415
1834,24/10/2018,24/10/2018,14.02408,88515.88672,1363.795145,2018,CA,RUTH,15649
1835,04/07/2018,4/7/2018,8.838486,55088.11719,1146.784309,2018,CA,SHELL,9637
1836,04/11/2018,7/11/2018,41.26192,263393.5938,2156.810776,2018,CA,EDISON,16205
1837,15/07/2018,18/7/2018,57.03822,404834.8438,3140.73983,2018,CA,3-10 VALLEY,3638
1838,15/07/2018,20/7/2018,9.685986,68897.52344,1349.115558,2018,CA,3-13 MUCK,3644
1839,15/07/2018,21/7/2018,76.45523,543015.5859,3225.826242,2018,CA,3-16 PIT,3651
1840,15/07/2018,22/7/2018,30.36902,216331.8711,2640.10723,2018,CA,3-18 SNAG,3654
1841,22/09/2018,28/9/2018,52.65708,367390.168,5004.838302,2018,CA,COPPER,5077
1842,27/06/2018,29/6/2018,431.5368,3007844.719,11098.88207,2018,CA,HYATT,3203
1843,04/09/2018,8/9/2018,13.49836,94289.54297,1297.996771,2018,CA,RICE,4692
1844,07/07/2018,7/7/2018,13.88662,98243.23438,1660.804589,2018,CA,TERMO,3426
1845,14/07/2018,19/7/2018,15.42562,109251.7813,1758.23003,2018,CA,COYOTE,3593
1846,15/06/2018,15/6/2018,4564.095,29328572.32,43900.32346,2018,CA,PLANADA,12081
1847,22/09/2018,29/9/2018,359.3124,2308491.441,12105.54338,2018,CA,OAK,19816
1848,02/05/2018,2/5/2018,1739.069,11010119.08,21616.18591,2018,CA,NEES,8764
1849,04/06/2018,7/6/2018,432.8582,2758967.746,6690.0598,2018,CA,ONEALS,11264
1850,15/06/2018,16/6/2018,52.851,340216.4531,4580.373513,2018,CA,BOYER,12096
1851,18/06/2018,20/6/2018,124.7975,807963.5039,4410.727022,2018,CA,WHEELER,12311
1852,04/08/2018,7/8/2018,22.00858,142559.0586,1794.97587,2018,CA,WAGNER,16004
1853,29/06/2018,3/7/2018,30.20745,201932.9063,2443.246659,2018,CA,NELSON,15344
1854,01/07/2018,2/7/2018,4.857596,32500.01953,723.7429194,2018,CA,NICOLAUS,15512
1855,01/07/2018,6/7/2018,22.57155,152028.7109,1650.86581,2018,CA,SPENCE,15549
1856,03/07/2018,4/7/2018,19.92144,132679.2148,2555.292617,2018,CA,BASELINE,15781
1857,29/06/2018,30/6/2018,22.12473,148781.0508,2364.394802,2018,CA,RANCHO,15334
1858,18/07/2018,18/7/2018,12.74557,85517.96875,1476.531529,2018,CA,THOUSAND,17107
1859,01/08/2018,3/8/2018,692.5414,4625605.754,11133.88414,2018,CA,SUNSET,18479
1860,06/06/2018,6/6/2018,77.71261,518298.3477,6451.84168,2018,CA,SANKEY,13359
1861,06/08/2018,8/8/2018,62.26523,414874.5352,3013.091801,2018,CA,NEWTON,18968
1862,31/07/2018,2/8/2018,1237.57,8349873.215,15915.51469,2018,CA,BUTTE,18412
1863,13/11/2018,13/11/2018,40.30326,271876.9531,2557.597331,2018,CA,BUTTE_2,26455
1864,25/09/2018,25/9/2018,25.00915,168564.0313,2888.656861,2018,CA,THORNTREE,23429
1865,12/08/2018,12/8/2018,8.581826,57755.375,1089.059366,2018,CA,OAK,19534
1866,30/06/2018,2/7/2018,4.950163,33093.13281,860.0189465,2018,CA,RIDGE,15440
1867,29/06/2018,30/6/2018,70.0204,452773.3828,3025.456844,2018,CA,TESLA,4605
1868,22/07/2018,25/10/2018,321.4045,2068501.277,8902.507476,2018,CA,COUNTRY,5218
1869,09/07/2018,9/7/2018,632.3281,4098350.398,14280.77509,2018,CA,GRANT,4856
1870,26/07/2018,4/8/2018,247.0501,1607807.676,6955.595625,2018,CA,MARSH,5274
1871,28/09/2018,28/9/2018,60.24594,423486.3945,3336.116426,2018,CA,SILVER,10300
1872,09/08/2018,12/8/2018,1769.335,12582511.42,26619.42536,2018,CA,HAT ,8470
1873,28/06/2018,30/6/2018,129.755,911141.9531,5546.404376,2018,CA,FLAT,6744
1874,23/06/2018,23/6/2018,336.7269,2360145.383,8754.321559,2018,CA,BASCOM,6525
1875,19/08/2018,19/8/2019,154.5624,1078021.816,4874.892924,2018,CA,GORGE ,8796
1876,24/07/2018,24/7/2018,60.4863,427920.543,2508.333178,2018,CA,CRESTLINE ,7854
1877,23/07/2018,1/9/2018,229651.4,1618694608,515058.5177,2018,CA,CARR ,7808
1878,24/06/2018,26/6/2018,71.65475,502088.6523,3719.102483,2018,CA,CREEK,6565
1879,24/06/2018,24/6/2018,7.635206,53506.91016,1091.665439,2018,CA,HONEYBEE,6584
1880,24/06/2018,27/6/2018,1220.089,8544856.316,16247.26785,2018,CA,DUMP,6586
1881,24/06/2018,27/6/2018,386.1122,2701380.27,10610.6177,2018,CA,PANTHER ,6589
1882,28/07/2018,28/7/2018,94.28287,669665.5547,3927.787477,2018,CA,CORNER ,8087
1883,08/10/2018,8/10/2018,3866.888,26876415.97,32881.68238,2018,CA,SUN,9672
1884,05/11/2018,5/11/2018,55.53146,387169.8945,3442.602012,2018,CA,ADAMS,10636
1885,09/06/2018,9/6/2018,2725.726,18778663.23,32005.65068,2018,CA,APPLE,5555
1886,09/07/2018,9/7/2018,722.3575,5034202.855,11164.1273,2018,CA,DALE,6649
1887,24/06/2018,24/6/2018,258.6872,1795252.008,8540.423456,2018,CA,STOLL,6039
1888,28/05/2018,28/5/2018,76.9834,525919.4453,4251.024121,2018,CA,CHROME,5136
1889,09/06/2018,9/6/2018,2259.095,15427988.45,20270.68861,2018,CA,CHROME2,5560
1890,14/07/2018,14/7/2018,29.66777,204883.1133,2129.59363,2018,CA,LARIAT,6827
1891,18/05/2018,18/5/2018,107.0562,745936.668,4703.768125,2018,CA,JELLY,4765
1892,15/08/2018,18/8/2018,496.1956,3058383.785,9785.7776,2018,CA,RIVER_7,389
1893,15/07/2018,16/7/2018,15.26755,109649.7656,2241.345976,2018,CA,JOHNSON,6030
1894,11/02/2018,11/2/2018,13.00193,90452.02344,2727.915159,2018,CA,MATTOLE,9403
1895,20/08/2018,20/8/2018,7.95544,55323.88672,1423.756895,2018,CA,SCHOOL,7110
1896,08/02/2018,8/2/2018,12.29894,70260.00391,2364.56007,2018,CA,BORDER 3,2137
1897,20/07/2018,20/7/2018,11.99425,69274.57422,2287.243579,2018,CA,CINNAMON,10803
1898,06/08/2018,6/8/2018,13.91525,80389.12109,1305.410729,2018,CA,CASNER 2,11787
1899,05/06/2018,6/6/2018,12.10395,70484.22266,1577.450391,2018,CA,VISTA,8333
1900,28/07/2018,2/8/2018,206.2568,1201319.156,8105.120958,2018,CA,ROCK 5,11272
1901,06/06/2018,10/6/2018,248.3807,1421980.113,7500.284151,2018,CA,RECYCLE,8372
1902,17/07/2018,17/7/2018,28.34346,161916.6563,1971.284179,2018,CA,BORDER 8,10658
1903,22/05/2018,24/5/2018,59.08208,343675.7656,4014.796288,2018,CA,AGUA,7622
1904,11/06/2018,12/6/2018,11.04537,63280.8125,1826.772779,2018,CA,CHURCH 2,8665
1905,06/07/2018,7/7/2018,10.41985,59609.19531,1679.901114,2018,CA,BUILDING,10002
1906,06/07/2018,9/7/2018,118.0118,704218.1406,10353.10749,2018,CA,HOLIDAY,8657
1907,18/07/2018,19/7/2018,77.55305,463482.1484,5134.494045,2018,CA,CRUCES,9204
1908,20/07/2018,23/7/2018,90.147,540224.4063,5155.645384,2018,CA,WINDMILL,9316
1909,17/05/2018,17/5/2018,59.46514,356321.7031,2910.197952,2018,CA,HAPPY,6443
1910,03/06/2018,3/6/2018,35.76863,226369.7305,2097.187327,2018,CA,FAIRVIEW 2,2638
1911,04/06/2018,12/6/2018,528.1719,3303472.273,13282.73348,2018,CA,EASTERN 2,2668
1912,04/06/2018,6/6/2018,266.1002,1676306.293,10190.34729,2018,CA,PANOCHE 2,2675
1913,12/06/2018,18/6/2018,194.3561,1215760.625,7853.897966,2018,CA,BEAVER,2837
1914,25/07/2018,25/7/2018,38.78732,245176.1367,2640.724947,2018,CA,HIDDEN,3650
1915,06/08/2018,7/8/2018,2222.979,13708617.6,18592.60323,2018,CA,TURKEY,3889
1916,11/08/2018,11/8/2018,683.0506,4233010.238,9651.017531,2018,CA,GULCH,3992
1917,01/09/2018,2/9/2018,59.66168,377393.8594,5109.033879,2018,CA,MANZANITA,4349
1918,13/09/2018,15/9/2018,411.9871,2576049.055,13613.5145,2018,CA,METZ,4537
1919,17/02/2018,17/2/2018,15.67677,99101.54688,1494.247799,2018,CA,GABILAN,798
1920,24/06/2018,27/6/2018,10.36754,64562.52734,1159.161523,2018,CA,GRIFFEN,3044
1921,19/06/2018,19/6/2018,12.85658,79245.59766,1238.301783,2018,CA,RANCHITA,2961
1922,13/10/2018,13/10/2018,171.9416,1069945.547,5147.884613,2018,CA,PRIEST,5047
1923,11/07/2018,15/7/2018,213.3461,1343992.359,11939.20239,2018,CA,PANOCHE,3366
1924,12/07/2018,15/7/2018,110.1655,692316.7422,4542.239907,2018,CA,IDRIA,3382
1925,25/06/2018,26/6/2018,287.0119,1777957.855,6390.56031,2018,CA,SAN ARDO,3069
1926,16/11/2018,16/11/2018,1.401421,8343.300781,348.0682168,2018,CA,VISTA,96450
1927,02/07/2018,2/7/2018,0.663654,3942.519531,1330.977185,2018,CA,VICTORIA,51090
1928,23/07/2018,23/7/2018,0.007144618,42.34375,24.9338855,2018,CA,ROLLING,57534
1929,31/10/2018,1/11/2018,0.2020703,1202.476563,130.657423,2018,CA,GRIMES,88823
1930,31/01/2018,31/1/2018,0.02883826,171.1796875,48.44132077,2018,CA,ERBES,9049
1931,14/04/2018,14/4/2018,0.3926331,2329.339844,178.6112652,2018,CA,HARBOR,29131
1932,04/08/2018,4/8/2018,0.05268874,312.9882813,108.9995187,2018,CA,ROCKY,61236
1933,16/11/2018,16/11/2018,0.03789303,225.1484375,55.39009556,2018,CA,PEKING,96415
1934,28/01/2018,29/1/2018,1.48225,8778.25,467.148449,2018,CA,SURF,8244
1935,13/07/2018,13/7/2018,0.1295556,770.0390625,103.8504993,2018,CA,DITCH,54634
1936,22/10/2018,22/10/2018,0.3801489,2261.757813,214.3684396,2018,CA,MARIA,86063
1937,28/01/2018,29/1/2018,0.7208683,4269.351563,259.0280732,2018,CA,MCWANE,38177
1938,30/06/2018,30/6/2018,0.521827,3101.925781,265.0024804,2018,CA,BEACH,50586
1939,31/01/2018,31/1/2018,0.002820561,16.765625,15.04478712,2018,CA,ERRINGER,8902
1940,04/06/2018,4/6/2018,1.533825,9137.195313,425.9604782,2018,CA,TORREY,43129
1941,29/01/2018,29/1/2018,0.001796366,10.66796875,11.88482119,2018,CA,HARBOR,8258
1942,12/06/2018,12/6/2018,2.010384,11921.71875,608.1354964,2018,CA,ARROYO,45480
1943,26/09/2018,26/9/2018,6.311197,37508.44531,1511.150082,2018,CA,COLLINS,77583
1944,25/02/2018,25/2/2018,0.2079522,1236.152344,140.2563549,2018,CA,CAMPUS,15892
1945,18/09/2018,18/9/2018,0.003499902,20.83203125,19.832049,2018,CA,CANADA,74949
1946,07/05/2018,7/5/2018,0.3439097,2042.828125,385.7995418,2018,CA,KUEHNER,35430
1947,08/11/2018,8/11/2018,0.6135216,3639.125,218.1750037,2018,CA,ROADRUNNER,90963
1948,19/06/2018,19/6/2018,0.3048694,1805.421875,237.1634056,2018,CA,PERKINS,47412
1949,20/01/2018,20/1/2018,0.6356196,3773.546875,225.019149,2018,CA,CENTER,5891
1950,25/08/2018,25/8/2018,0.07621309,451.9023438,84.0478439,2018,CA,BROMLEY,67353
1951,16/06/2018,16/6/2018,0.8802599,5229.917969,337.1813137,2018,CA,RIVER,46639
1952,06/07/2018,6/7/2018,0.01594587,94.8828125,35.75462847,2018,CA,SOUTH MOUNTAIN,52451
1953,16/10/2018,16/10/2018,0.06417423,381.4101563,89.83568427,2018,CA,MADERA,83903
1954,12/11/2018,14/11/2018,182.1956,1082270.969,7124.015637,2018,CA,PEAK,94538
1955,27/06/2018,28/6/2018,27.95707,166018.2734,2475.359638,2018,CA,OLSEN,49784
1956,30/06/2018,30/6/2018,0.1293269,767.671875,103.588511,2018,CA,KNOLL,50551
1957,15/11/2018,16/11/2018,154.4603,918161.1992,5060.575711,2018,CA,BRIGGS,95960
1958,28/01/2018,28/1/2018,0.766014,4552.765625,247.5953685,2018,CA,BALCOM,8020
1959,18/09/2018,18/9/2018,60.45642,359448.7227,2678.19165,2018,CA,YOSEMITE,75024
1960,12/06/2018,12/6/2018,1.850803,11020,429.9838071,2018,CA,CORONADO,45455
1961,03/01/2018,3/1/2018,0.03201193,190.234375,53.13506409,2018,CA,MAIN,852
1962,02/07/2018,2/7/2018,0.2560846,1520.066406,159.4179311,2018,CA,HARBOR,51011
1963,15/02/2018,15/2/2018,0.1679282,1000.285156,142.8703054,2018,CA,GUIBERSON,13256
1964,15/07/2018,15/7/2018,0.001514838,8.96875,11.00426013,2018,CA,DUNES,55199
1965,08/11/2018,8/11/2018,0.2200132,1307.3125,150.9773755,2018,CA,STEARNS,91457
1966,12/11/2018,13/11/2018,10.07955,59764.12109,1568.163808,2018,CA,LYNN,94498
1967,06/07/2018,6/7/2018,0.1705595,1014.898438,124.2336404,2018,CA,LEMON,52451
1968,01/08/2018,1/8/2018,9.722479,57816.24609,1328.158567,2018,CA,TAPO,600308
1969,29/06/2018,30/6/2018,7.0504,41849.58203,1354.343207,2018,CA,HARBOR,50282
1970,12/06/2018,12/6/2018,7.057304,42011.05859,1164.156055,2018,CA,TELEGRAPH,45427
1971,19/10/2018,19/10/2018,5.842196,34761.73828,928.5863068,2018,CA,SOUTH,84903
1972,28/06/2018,28/6/2018,0.0939797,560.4648438,117.0631837,2018,CA,SULPHUR,50117
1973,30/07/2018,30/7/2018,0.2936715,1752.238281,259.9302379,2018,CA,FAIRVIEW,59786
1974,07/02/2018,7/2/2018,0.2350992,1400.914063,151.2154105,2018,CA,HOPPER,11091
1975,16/07/2018,16/7/2018,0.5226448,3118.191406,232.3855933,2018,CA,LUNA,55501
1976,12/08/2018,13/8/2018,15.85888,94576.97266,1858.485503,2018,CA,CASITAS,63735
1977,14/06/2018,14/6/2018,0.7231185,4312.632813,248.1424041,2018,CA,TREE,46016
1978,30/07/2018,30/7/2018,0.002526514,15.06640625,14.07264127,2018,CA,NO NAME,59765
1979,21/07/2018,21/7/2018,1.527544,9112.71875,461.112039,2018,CA,ROBLAR,57020
1980,22/12/2017,22/12/2017,0.3788415,2253.476563,221.1435717,2018,CA,BALCOM,113691
1981,08/11/2018,22/11/2018,4310.055,25567604.08,46113.6566,2018,CA,HILL,90993
1982,21/12/2017,21/12/2017,0.01809152,107.640625,39.374425,2018,CA,SOUTH,113365
1983,14/12/2018,14/12/2018,0.009721164,57.76171875,30.47280642,2018,CA,KUEHNER,104479
1984,08/07/2018,8/7/2018,0.1438642,858.65625,123.3428624,2018,CA,BURSON,53236
1985,03/08/2018,4/8/2018,3516.185,21457138.83,28431.02072,2018,CA,TARINA,1831160
1986,31/05/2018,31/5/2018,0.4558595,2801.511719,264.1837143,2018,CA,WELDON,1821058
1987,14/02/2018,14/2/2018,0.5393313,3298.570313,246.5845047,2018,CA,,1806355
1988,16/08/2018,17/8/2018,111.3694,682778.5352,4610.244221,2018,CA,PINE,1833137
1989,08/07/2018,9/7/2018,45.50365,274105.6641,3366.941602,2018,CA,LEBEC,1827138
1990,28/05/2018,28/5/2018,1.762257,10729.01953,597.9842358,2018,CA,HILL,1820592
1991,12/09/2018,14/9/2018,201.6082,1235116.988,6145.703688,2018,CA,ROUND,1836901
1992,10/04/2018,10/4/2018,4.71712,28880.41406,1332.914996,2018,CA,OILFIELD INC,1813933
1993,29/07/2018,29/7/2018,2.932689,17942.44531,547.7274997,2018,CA,OIL,1830394
1994,11/09/2018,11/9/2018,2.366473,14472.73047,604.2970887,2018,CA,DIRT,1836783
1995,30/08/2018,30/8/2018,1.119159,6804.246094,651.8831721,2018,CA,NATIONAL,1835032
1996,08/06/2018,8/6/2018,29.90837,182452.8398,2006.430608,2018,CA,PEPPER,1822281
1997,30/03/2018,30/3/2018,0.2215543,1359.707031,154.9916892,2018,CA,,1812473
1998,05/05/2018,5/5/2018,13.65057,84063.82813,1290.199826,2018,CA,,1817394
1999,20/08/2018,20/8/2018,2.230697,13722.77734,736.7799316,2018,CA,ANNETTE,1833751
2000,04/08/2018,4/8/2018,17.67473,108406.7773,1436.407393,2018,CA,,1831314
2001,31/05/2018,31/5/2018,1.946541,11755.98438,524.0076847,2018,CA,LAKE,1821033
2002,18/06/2018,18/6/2018,2.075565,12767.71484,646.237803,2018,CA,SOUTH,1823733
2003,06/06/2018,6/6/2018,19.21136,116674.3086,1414.911794,2018,CA,DERBY,1822033
2004,09/09/2018,12/9/2018,14.5872,95533.83203,1482.612768,2018,CA,RIATA,10761
2005,15/10/2018,26/10/2018,9.709066,63859.15625,1434.891921,2018,CA,WHISKEY,12172
2006,24/07/2018,27/7/2018,18.63135,120492.4219,1576.743803,2018,CA,LAKE,8688
2007,07/06/2018,11/6/2018,20.33479,132330.2773,2655.993448,2018,CA,CARTER,7906
2008,12/10/2018,13/10/2018,26.81759,174209.0039,2404.645297,2018,CA,WILDCAT,12072
2009,29/06/2018,9/8/2018,11759.62,76775934.11,80615.12226,2018,CA,WAVERLY,7477
2010,24/06/2018,4/7/2018,163.3823,1060494.664,5187.786632,2018,CA,FLAT,7231
2011,25/06/2018,5/7/2018,79.39225,517755.8086,4180.068204,2018,CA,HORSE,7237
2012,16/07/2018,21/7/2018,106.9955,693241.5156,8291.950435,2018,CA,COOPERSTOWN ,8239
2013,06/08/2018,8/8/2018,292.3123,1910538.793,9973.39962,2018,CA,SOUTH,9310
2014,09/09/2018,13/9/2018,574.9939,3736588.609,11489.87213,2018,CA,TULLOCH,10699
2015,05/08/2018,20/8/2018,135.9872,890110.7148,7376.473826,2018,CA,PARROTTS,9242
2016,23/01/2018,23/1/2018,0.1679536,982.8085938,137.6262854,2018,CA,RIDGE ROUTE ,18009321
2017,28/01/2018,28/1/2018,0.4142567,2417.058594,220.265598,2018,CA,CREEK,18011407
2018,20/02/2018,20/2/2018,0.02049659,120,41.21805639,2018,CA,CANADA IC ,18020678
2019,24/01/2018,24/1/2018,0.09832976,575.6367188,160.2417947,2018,CA,EL TORO IC ,18009721
2020,19/02/2018,19/2/2018,0.007379493,42.98046875,26.79817314,2018,CA,LA RAMBLA,18020054
2021,27/03/2018,27/3/2018,0.004819541,28.1796875,20.91367834,2018,CA,SOUTH HAMPTON CT ,18034763
2022,28/03/2018,28/3/2018,0.02353987,137.1796875,65.18328395,2018,CA,MCP BASILONE GATE,18034804
2023,02/06/2018,10/6/2018,175.7186,1026564.402,6151.017892,2018,CA,ALISO ,18060414
2024,11/06/2018,14/6/2018,154.9657,909667.9102,6139.694517,2018,CA,SANTIAGO,18064103
2025,15/04/2018,15/4/2018,7.518083,44015.60547,1573.872147,2018,CA,TALBERT PARK SOUTH,18042073
2026,11/07/2018,11/7/2018,0.2125467,1247.734375,183.467869,2018,CA,SANTIAGO CANYON,18075816
2027,09/07/2018,9/7/2018,0.3192534,1866.585938,223.1387156,2018,CA,ALICIA,18075266
2028,05/08/2018,5/8/2018,0.740642,4328.816406,315.0813947,2018,CA,COTO,18086089
2029,02/08/2018,2/8/2018,2.909111,16943.59766,1011.666673,2018,CA,SAN MATEO CAMPGROUND,18084669
2030,05/08/2018,5/8/2018,0.07474243,437.0898438,83.69247251,2018,CA,JAMBOREE,18086167
2031,15/09/2018,15/9/2018,0.09713092,572.4023438,145.5487483,2018,CA,B2 - YORBA,18101904
2032,12/02/2018,12/2/2018,0.006579902,38.06640625,27.5346213,2018,CA,BLUFF COVE ,18017518
2033,29/09/2018,29/9/2018,0.01172807,68.8515625,41.29677103,2018,CA,COSTCO,18107545
2034,26/11/2018,26/11/2018,0.7929642,4619.902344,382.6319983,2018,CA,AMENO,18130289
2035,06/06/2018,6/6/2018,1.118917,6542.007813,893.321469,2018,CA,LAGUNA ,
2036,13/06/2018,13/6/2018,1.712397,10029.98047,641.9538812,2018,CA,LIVE OAK,18064947
2037,28/05/2018,28/5/2018,5.426959,36585.68359,1364.73917,2018,CA,RESERVOIR,7083
2038,01/06/2018,1/6/2018,2.75961,18331.96484,631.395209,2018,CA,BERREYESSA,7389
2039,21/05/2018,21/5/2018,12.94914,84896.19922,1122.059352,2018,CA,BELLAGIO,6606
2040,18/07/2018,21/7/2018,822.23,5458161.723,14173.429,2018,CA,EIGHTY EIGHT,10755
2041,30/06/2018,11/7/2018,89831.15,597104332.3,213735.978,2018,CA,COUNTY,9502
2042,01/06/2018,1/6/2018,12.08517,80274.03125,1540.652241,2018,CA,MADISON,7376
2043,28/07/2018,1/8/2018,136.7954,905504.5781,6334.075951,2018,CA,STEELE,11447
2044,10/08/2018,12/8/2018,2158.429,14209554.09,20988.60057,2018,CA,NELSON,12354
