weatherstn,ALARM_DATE,obs,obs_value,Fire station name,UNIT_ID,GIS_ACRES,Shape__Area,Shape__Length,YEAR_,fire_occurred
USC00046136,2003-07-07,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,14.60339,98619.93359,1565.073119,2003.0,1
USC00046136,2003-07-09,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,26.92023,179988.9336,1755.040361,2003.0,1
USC00046136,2003-07-07,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,14.60339,98619.93359,1565.073119,2003.0,1
USC00046136,2003-07-09,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,26.92023,179988.9336,1755.040361,2003.0,1
USC00046136,2003-09-01,TMAX,317,Nevada - Yuba - Placer CAL FIRE,NEU,60.7241,407788.7383,2947.350863,2003.0,1
USC00046136,2003-09-24,TMAX,339,Nevada - Yuba - Placer CAL FIRE,NEU,38.79679,260452.4063,2196.759393,2003.0,1
USC00046136,2003-09-01,TMIN,150,Nevada - Yuba - Placer CAL FIRE,NEU,60.7241,407788.7383,2947.350863,2003.0,1
USC00046136,2003-09-24,TMIN,172,Nevada - Yuba - Placer CAL FIRE,NEU,38.79679,260452.4063,2196.759393,2003.0,1
USC00046136,2003-09-01,TOBS,178,Nevada - Yuba - Placer CAL FIRE,NEU,60.7241,407788.7383,2947.350863,2003.0,1
USC00046136,2003-09-24,TOBS,178,Nevada - Yuba - Placer CAL FIRE,NEU,38.79679,260452.4063,2196.759393,2003.0,1
USC00046136,2003-09-01,PRCP,48,Nevada - Yuba - Placer CAL FIRE,NEU,60.7241,407788.7383,2947.350863,2003.0,1
USC00046136,2003-09-24,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,38.79679,260452.4063,2196.759393,2003.0,1
USC00046136,2003-09-01,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,60.7241,407788.7383,2947.350863,2003.0,1
USC00046136,2003-09-24,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,38.79679,260452.4063,2196.759393,2003.0,1
USC00046136,2003-09-01,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,60.7241,407788.7383,2947.350863,2003.0,1
USC00046136,2003-09-24,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,38.79679,260452.4063,2196.759393,2003.0,1
USC00046136,2003-10-18,TMAX,261,Nevada - Yuba - Placer CAL FIRE,NEU,85.22264,577258.1836,3809.730701,2003.0,1
USC00046136,2003-10-18,TMIN,117,Nevada - Yuba - Placer CAL FIRE,NEU,85.22264,577258.1836,3809.730701,2003.0,1
USC00046136,2003-10-18,TOBS,117,Nevada - Yuba - Placer CAL FIRE,NEU,85.22264,577258.1836,3809.730701,2003.0,1
USC00046136,2003-10-18,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,85.22264,577258.1836,3809.730701,2003.0,1
USC00046136,2003-10-18,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,85.22264,577258.1836,3809.730701,2003.0,1
USC00046136,2003-10-18,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,85.22264,577258.1836,3809.730701,2003.0,1
USC00046136,2004-06-03,TMAX,294,Nevada - Yuba - Placer CAL FIRE,NEU,433.5482,2921400.367,13759.15663,2004.0,1
USC00046136,2004-06-03,TMIN,144,Nevada - Yuba - Placer CAL FIRE,NEU,433.5482,2921400.367,13759.15663,2004.0,1
USC00046136,2004-06-03,TOBS,161,Nevada - Yuba - Placer CAL FIRE,NEU,433.5482,2921400.367,13759.15663,2004.0,1
USC00046136,2004-06-03,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,433.5482,2921400.367,13759.15663,2004.0,1
USC00046136,2004-06-03,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,433.5482,2921400.367,13759.15663,2004.0,1
USC00046136,2004-06-03,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,433.5482,2921400.367,13759.15663,2004.0,1
USC00046136,2004-07-05,TMAX,317,Nevada - Yuba - Placer CAL FIRE,NEU,20.35824,137593.0469,1617.52354,2004.0,1
USC00046136,2004-07-09,TMAX,294,Nevada - Yuba - Placer CAL FIRE,NEU,35.36984,239969.4492,2423.994917,2004.0,1
USC00046136,2004-07-28,TMAX,328,Nevada - Yuba - Placer CAL FIRE,NEU,31.90529,213866.5977,2321.038281,2004.0,1
USC00046136,2004-07-05,TMIN,167,Nevada - Yuba - Placer CAL FIRE,NEU,20.35824,137593.0469,1617.52354,2004.0,1
USC00046136,2004-07-09,TMIN,133,Nevada - Yuba - Placer CAL FIRE,NEU,35.36984,239969.4492,2423.994917,2004.0,1
USC00046136,2004-07-28,TMIN,172,Nevada - Yuba - Placer CAL FIRE,NEU,31.90529,213866.5977,2321.038281,2004.0,1
USC00046136,2004-07-05,TOBS,189,Nevada - Yuba - Placer CAL FIRE,NEU,20.35824,137593.0469,1617.52354,2004.0,1
USC00046136,2004-07-09,TOBS,139,Nevada - Yuba - Placer CAL FIRE,NEU,35.36984,239969.4492,2423.994917,2004.0,1
USC00046136,2004-07-28,TOBS,178,Nevada - Yuba - Placer CAL FIRE,NEU,31.90529,213866.5977,2321.038281,2004.0,1
USC00046136,2004-07-05,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.35824,137593.0469,1617.52354,2004.0,1
USC00046136,2004-07-09,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,35.36984,239969.4492,2423.994917,2004.0,1
USC00046136,2004-07-28,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,31.90529,213866.5977,2321.038281,2004.0,1
USC00046136,2004-07-05,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.35824,137593.0469,1617.52354,2004.0,1
USC00046136,2004-07-09,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,35.36984,239969.4492,2423.994917,2004.0,1
USC00046136,2004-07-28,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,31.90529,213866.5977,2321.038281,2004.0,1
USC00046136,2004-07-05,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.35824,137593.0469,1617.52354,2004.0,1
USC00046136,2004-07-09,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,35.36984,239969.4492,2423.994917,2004.0,1
USC00046136,2004-07-28,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,31.90529,213866.5977,2321.038281,2004.0,1
USC00046136,2004-08-08,TMAX,306,Nevada - Yuba - Placer CAL FIRE,NEU,934.3998,6289990.367,14481.77226,2004.0,1
USC00046136,2004-08-26,TMAX,250,Nevada - Yuba - Placer CAL FIRE,NEU,119.2404,806025.5625,5182.592784,2004.0,1
USC00046136,2004-08-28,TMAX,300,Nevada - Yuba - Placer CAL FIRE,NEU,34.47136,233698.2031,2527.166336,2004.0,1
USC00046136,2004-08-08,TMIN,133,Nevada - Yuba - Placer CAL FIRE,NEU,934.3998,6289990.367,14481.77226,2004.0,1
USC00046136,2004-08-26,TMIN,128,Nevada - Yuba - Placer CAL FIRE,NEU,119.2404,806025.5625,5182.592784,2004.0,1
USC00046136,2004-08-28,TMIN,150,Nevada - Yuba - Placer CAL FIRE,NEU,34.47136,233698.2031,2527.166336,2004.0,1
USC00046136,2004-08-08,TOBS,161,Nevada - Yuba - Placer CAL FIRE,NEU,934.3998,6289990.367,14481.77226,2004.0,1
USC00046136,2004-08-26,TOBS,133,Nevada - Yuba - Placer CAL FIRE,NEU,119.2404,806025.5625,5182.592784,2004.0,1
USC00046136,2004-08-28,TOBS,150,Nevada - Yuba - Placer CAL FIRE,NEU,34.47136,233698.2031,2527.166336,2004.0,1
USC00046136,2004-08-08,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,934.3998,6289990.367,14481.77226,2004.0,1
USC00046136,2004-08-26,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,119.2404,806025.5625,5182.592784,2004.0,1
USC00046136,2004-08-28,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,34.47136,233698.2031,2527.166336,2004.0,1
USC00046136,2004-08-08,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,934.3998,6289990.367,14481.77226,2004.0,1
USC00046136,2004-08-26,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,119.2404,806025.5625,5182.592784,2004.0,1
USC00046136,2004-08-28,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,34.47136,233698.2031,2527.166336,2004.0,1
USC00046136,2004-08-08,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,934.3998,6289990.367,14481.77226,2004.0,1
USC00046136,2004-08-26,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,119.2404,806025.5625,5182.592784,2004.0,1
USC00046136,2004-08-28,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,34.47136,233698.2031,2527.166336,2004.0,1
USC00046136,2005-09-24,TMAX,222,Nevada - Yuba - Placer CAL FIRE,NEU,110.1062,739188.0234,3725.268637,2005.0,1
USC00046136,2005-09-24,TMIN,61,Nevada - Yuba - Placer CAL FIRE,NEU,110.1062,739188.0234,3725.268637,2005.0,1
USC00046136,2005-09-24,TOBS,72,Nevada - Yuba - Placer CAL FIRE,NEU,110.1062,739188.0234,3725.268637,2005.0,1
USC00046136,2005-09-24,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,110.1062,739188.0234,3725.268637,2005.0,1
USC00046136,2005-09-24,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,110.1062,739188.0234,3725.268637,2005.0,1
USC00046136,2005-09-24,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,110.1062,739188.0234,3725.268637,2005.0,1
USC00046136,2005-10-14,TMAX,256,Nevada - Yuba - Placer CAL FIRE,NEU,21.13117,143103.7031,1985.83268,2005.0,1
USC00046136,2005-10-14,TMIN,111,Nevada - Yuba - Placer CAL FIRE,NEU,21.13117,143103.7031,1985.83268,2005.0,1
USC00046136,2005-10-14,TOBS,117,Nevada - Yuba - Placer CAL FIRE,NEU,21.13117,143103.7031,1985.83268,2005.0,1
USC00046136,2005-10-14,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,21.13117,143103.7031,1985.83268,2005.0,1
USC00046136,2005-10-14,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,21.13117,143103.7031,1985.83268,2005.0,1
USC00046136,2005-10-14,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,21.13117,143103.7031,1985.83268,2005.0,1
USC00046136,2005-11-18,TMAX,167,Nevada - Yuba - Placer CAL FIRE,NEU,7.658942,51820.94531,1081.27283,2005.0,1
USC00046136,2005-11-18,TMIN,67,Nevada - Yuba - Placer CAL FIRE,NEU,7.658942,51820.94531,1081.27283,2005.0,1
USC00046136,2005-11-18,TOBS,61,Nevada - Yuba - Placer CAL FIRE,NEU,7.658942,51820.94531,1081.27283,2005.0,1
USC00046136,2005-11-18,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,7.658942,51820.94531,1081.27283,2005.0,1
USC00046136,2005-11-18,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,7.658942,51820.94531,1081.27283,2005.0,1
USC00046136,2005-11-18,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,7.658942,51820.94531,1081.27283,2005.0,1
USC00046136,2006-08-16,TMAX,283,Nevada - Yuba - Placer CAL FIRE,NEU,388.3694,2634474.715,11324.68877,2006.0,1
USC00046136,2006-08-19,TMAX,294,Nevada - Yuba - Placer CAL FIRE,NEU,42.5501,286784.7578,2317.600262,2006.0,1
USC00046136,2006-08-20,TMAX,300,Nevada - Yuba - Placer CAL FIRE,NEU,40.03337,268039.4648,2550.900954,2006.0,1
USC00046136,2006-08-16,TMIN,144,Nevada - Yuba - Placer CAL FIRE,NEU,388.3694,2634474.715,11324.68877,2006.0,1
USC00046136,2006-08-19,TMIN,144,Nevada - Yuba - Placer CAL FIRE,NEU,42.5501,286784.7578,2317.600262,2006.0,1
USC00046136,2006-08-20,TMIN,144,Nevada - Yuba - Placer CAL FIRE,NEU,40.03337,268039.4648,2550.900954,2006.0,1
USC00046136,2006-08-16,TOBS,156,Nevada - Yuba - Placer CAL FIRE,NEU,388.3694,2634474.715,11324.68877,2006.0,1
USC00046136,2006-08-19,TOBS,156,Nevada - Yuba - Placer CAL FIRE,NEU,42.5501,286784.7578,2317.600262,2006.0,1
USC00046136,2006-08-20,TOBS,150,Nevada - Yuba - Placer CAL FIRE,NEU,40.03337,268039.4648,2550.900954,2006.0,1
USC00046136,2006-08-16,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,388.3694,2634474.715,11324.68877,2006.0,1
USC00046136,2006-08-19,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,42.5501,286784.7578,2317.600262,2006.0,1
USC00046136,2006-08-20,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,40.03337,268039.4648,2550.900954,2006.0,1
USC00046136,2006-08-16,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,388.3694,2634474.715,11324.68877,2006.0,1
USC00046136,2006-08-19,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,42.5501,286784.7578,2317.600262,2006.0,1
USC00046136,2006-08-20,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,40.03337,268039.4648,2550.900954,2006.0,1
USC00046136,2006-08-16,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,388.3694,2634474.715,11324.68877,2006.0,1
USC00046136,2006-08-19,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,42.5501,286784.7578,2317.600262,2006.0,1
USC00046136,2006-08-20,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,40.03337,268039.4648,2550.900954,2006.0,1
USC00046136,2006-09-07,TMAX,317,Nevada - Yuba - Placer CAL FIRE,NEU,7.193327,48717.68359,956.8203065,2006.0,1
USC00046136,2006-09-07,TMIN,161,Nevada - Yuba - Placer CAL FIRE,NEU,7.193327,48717.68359,956.8203065,2006.0,1
USC00046136,2006-09-07,TOBS,161,Nevada - Yuba - Placer CAL FIRE,NEU,7.193327,48717.68359,956.8203065,2006.0,1
USC00046136,2006-09-07,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,7.193327,48717.68359,956.8203065,2006.0,1
USC00046136,2006-09-07,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,7.193327,48717.68359,956.8203065,2006.0,1
USC00046136,2006-09-07,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,7.193327,48717.68359,956.8203065,2006.0,1
USC00046136,2007-04-09,TMAX,189,Nevada - Yuba - Placer CAL FIRE,NEU,13.75327,92221.92969,2408.233783,2007.0,1
USC00046136,2007-04-09,TMAX,189,Nevada - Yuba - Placer CAL FIRE,NEU,10.57157,70933.00391,1208.516539,2007.0,1
USC00046136,2007-04-09,TMIN,72,Nevada - Yuba - Placer CAL FIRE,NEU,13.75327,92221.92969,2408.233783,2007.0,1
USC00046136,2007-04-09,TMIN,72,Nevada - Yuba - Placer CAL FIRE,NEU,10.57157,70933.00391,1208.516539,2007.0,1
USC00046136,2007-04-09,TOBS,78,Nevada - Yuba - Placer CAL FIRE,NEU,13.75327,92221.92969,2408.233783,2007.0,1
USC00046136,2007-04-09,TOBS,78,Nevada - Yuba - Placer CAL FIRE,NEU,10.57157,70933.00391,1208.516539,2007.0,1
USC00046136,2007-04-09,PRCP,8,Nevada - Yuba - Placer CAL FIRE,NEU,13.75327,92221.92969,2408.233783,2007.0,1
USC00046136,2007-04-09,PRCP,8,Nevada - Yuba - Placer CAL FIRE,NEU,10.57157,70933.00391,1208.516539,2007.0,1
USC00046136,2007-04-09,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,13.75327,92221.92969,2408.233783,2007.0,1
USC00046136,2007-04-09,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,10.57157,70933.00391,1208.516539,2007.0,1
USC00046136,2007-04-09,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,13.75327,92221.92969,2408.233783,2007.0,1
USC00046136,2007-04-09,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,10.57157,70933.00391,1208.516539,2007.0,1
USC00046136,2007-05-28,TMAX,261,Nevada - Yuba - Placer CAL FIRE,NEU,20.30936,136010.3672,2101.243731,2007.0,1
USC00046136,2007-05-28,TMIN,111,Nevada - Yuba - Placer CAL FIRE,NEU,20.30936,136010.3672,2101.243731,2007.0,1
USC00046136,2007-05-28,TOBS,122,Nevada - Yuba - Placer CAL FIRE,NEU,20.30936,136010.3672,2101.243731,2007.0,1
USC00046136,2007-05-28,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.30936,136010.3672,2101.243731,2007.0,1
USC00046136,2007-05-28,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.30936,136010.3672,2101.243731,2007.0,1
USC00046136,2007-05-28,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.30936,136010.3672,2101.243731,2007.0,1
USC00046136,2007-06-01,TMAX,267,Nevada - Yuba - Placer CAL FIRE,NEU,62.63406,418189.8867,3469.854244,2007.0,1
USC00046136,2007-06-22,TMAX,294,Nevada - Yuba - Placer CAL FIRE,NEU,16.19337,109079.7227,1365.11854,2007.0,1
USC00046136,2007-06-23,TMAX,294,Nevada - Yuba - Placer CAL FIRE,NEU,20.99044,140277.4492,1773.654386,2007.0,1
USC00046136,2007-06-28,TMAX,294,Nevada - Yuba - Placer CAL FIRE,NEU,72.23045,483238.6289,3304.806695,2007.0,1
USC00046136,2007-06-29,TMAX,272,Nevada - Yuba - Placer CAL FIRE,NEU,197.4906,1332143.188,8812.753559,2007.0,1
USC00046136,2007-06-01,TMIN,128,Nevada - Yuba - Placer CAL FIRE,NEU,62.63406,418189.8867,3469.854244,2007.0,1
USC00046136,2007-06-22,TMIN,133,Nevada - Yuba - Placer CAL FIRE,NEU,16.19337,109079.7227,1365.11854,2007.0,1
USC00046136,2007-06-23,TMIN,122,Nevada - Yuba - Placer CAL FIRE,NEU,20.99044,140277.4492,1773.654386,2007.0,1
USC00046136,2007-06-28,TMIN,133,Nevada - Yuba - Placer CAL FIRE,NEU,72.23045,483238.6289,3304.806695,2007.0,1
USC00046136,2007-06-29,TMIN,122,Nevada - Yuba - Placer CAL FIRE,NEU,197.4906,1332143.188,8812.753559,2007.0,1
USC00046136,2007-06-01,TOBS,156,Nevada - Yuba - Placer CAL FIRE,NEU,62.63406,418189.8867,3469.854244,2007.0,1
USC00046136,2007-06-22,TOBS,189,Nevada - Yuba - Placer CAL FIRE,NEU,16.19337,109079.7227,1365.11854,2007.0,1
USC00046136,2007-06-23,TOBS,156,Nevada - Yuba - Placer CAL FIRE,NEU,20.99044,140277.4492,1773.654386,2007.0,1
USC00046136,2007-06-28,TOBS,133,Nevada - Yuba - Placer CAL FIRE,NEU,72.23045,483238.6289,3304.806695,2007.0,1
USC00046136,2007-06-29,TOBS,144,Nevada - Yuba - Placer CAL FIRE,NEU,197.4906,1332143.188,8812.753559,2007.0,1
USC00046136,2007-06-01,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,62.63406,418189.8867,3469.854244,2007.0,1
USC00046136,2007-06-22,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,16.19337,109079.7227,1365.11854,2007.0,1
USC00046136,2007-06-23,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.99044,140277.4492,1773.654386,2007.0,1
USC00046136,2007-06-28,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,72.23045,483238.6289,3304.806695,2007.0,1
USC00046136,2007-06-29,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,197.4906,1332143.188,8812.753559,2007.0,1
USC00046136,2007-06-01,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,62.63406,418189.8867,3469.854244,2007.0,1
USC00046136,2007-06-22,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,16.19337,109079.7227,1365.11854,2007.0,1
USC00046136,2007-06-23,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.99044,140277.4492,1773.654386,2007.0,1
USC00046136,2007-06-28,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,72.23045,483238.6289,3304.806695,2007.0,1
USC00046136,2007-06-29,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,197.4906,1332143.188,8812.753559,2007.0,1
USC00046136,2007-06-01,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,62.63406,418189.8867,3469.854244,2007.0,1
USC00046136,2007-06-22,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,16.19337,109079.7227,1365.11854,2007.0,1
USC00046136,2007-06-23,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,20.99044,140277.4492,1773.654386,2007.0,1
USC00046136,2007-06-28,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,72.23045,483238.6289,3304.806695,2007.0,1
USC00046136,2007-06-29,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,197.4906,1332143.188,8812.753559,2007.0,1
USC00046136,2007-07-06,TMAX,367,Nevada - Yuba - Placer CAL FIRE,NEU,14.47645,98077.21875,1716.000703,2007.0,1
USC00046136,2007-07-06,TMAX,367,Nevada - Yuba - Placer CAL FIRE,NEU,69.97617,469546.5859,2881.923784,2007.0,1
USC00046136,2007-07-16,TMAX,311,Nevada - Yuba - Placer CAL FIRE,NEU,935.632,6244986.5,16708.60128,2007.0,1
USC00046136,2007-07-23,TMAX,306,Nevada - Yuba - Placer CAL FIRE,NEU,29.60796,198186.8242,1831.761072,2007.0,1
USC00046136,2007-07-27,TMAX,317,Nevada - Yuba - Placer CAL FIRE,NEU,83.31375,561692.9375,4120.31912,2007.0,1
USC00046136,2007-07-29,TMAX,333,Nevada - Yuba - Placer CAL FIRE,NEU,16.27155,109054.4063,1993.851869,2007.0,1
USC00046136,2007-07-06,TMIN,206,Nevada - Yuba - Placer CAL FIRE,NEU,14.47645,98077.21875,1716.000703,2007.0,1
USC00046136,2007-07-06,TMIN,206,Nevada - Yuba - Placer CAL FIRE,NEU,69.97617,469546.5859,2881.923784,2007.0,1
USC00046136,2007-07-16,TMIN,156,Nevada - Yuba - Placer CAL FIRE,NEU,935.632,6244986.5,16708.60128,2007.0,1
USC00046136,2007-07-23,TMIN,156,Nevada - Yuba - Placer CAL FIRE,NEU,29.60796,198186.8242,1831.761072,2007.0,1
USC00046136,2007-07-27,TMIN,156,Nevada - Yuba - Placer CAL FIRE,NEU,83.31375,561692.9375,4120.31912,2007.0,1
USC00046136,2007-07-29,TMIN,156,Nevada - Yuba - Placer CAL FIRE,NEU,16.27155,109054.4063,1993.851869,2007.0,1
USC00046136,2007-07-06,TOBS,211,Nevada - Yuba - Placer CAL FIRE,NEU,14.47645,98077.21875,1716.000703,2007.0,1
USC00046136,2007-07-06,TOBS,211,Nevada - Yuba - Placer CAL FIRE,NEU,69.97617,469546.5859,2881.923784,2007.0,1
USC00046136,2007-07-16,TOBS,156,Nevada - Yuba - Placer CAL FIRE,NEU,935.632,6244986.5,16708.60128,2007.0,1
USC00046136,2007-07-23,TOBS,172,Nevada - Yuba - Placer CAL FIRE,NEU,29.60796,198186.8242,1831.761072,2007.0,1
USC00046136,2007-07-27,TOBS,167,Nevada - Yuba - Placer CAL FIRE,NEU,83.31375,561692.9375,4120.31912,2007.0,1
USC00046136,2007-07-29,TOBS,161,Nevada - Yuba - Placer CAL FIRE,NEU,16.27155,109054.4063,1993.851869,2007.0,1
USC00046136,2007-07-06,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,14.47645,98077.21875,1716.000703,2007.0,1
USC00046136,2007-07-06,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,69.97617,469546.5859,2881.923784,2007.0,1
USC00046136,2007-07-16,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,935.632,6244986.5,16708.60128,2007.0,1
USC00046136,2007-07-23,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,29.60796,198186.8242,1831.761072,2007.0,1
USC00046136,2007-07-27,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,83.31375,561692.9375,4120.31912,2007.0,1
USC00046136,2007-07-29,PRCP,0,Nevada - Yuba - Placer CAL FIRE,NEU,16.27155,109054.4063,1993.851869,2007.0,1
USC00046136,2007-07-06,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,14.47645,98077.21875,1716.000703,2007.0,1
USC00046136,2007-07-06,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,69.97617,469546.5859,2881.923784,2007.0,1
USC00046136,2007-07-16,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,935.632,6244986.5,16708.60128,2007.0,1
USC00046136,2007-07-23,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,29.60796,198186.8242,1831.761072,2007.0,1
USC00046136,2007-07-27,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,83.31375,561692.9375,4120.31912,2007.0,1
USC00046136,2007-07-29,SNOW,0,Nevada - Yuba - Placer CAL FIRE,NEU,16.27155,109054.4063,1993.851869,2007.0,1
USC00046136,2007-07-06,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,14.47645,98077.21875,1716.000703,2007.0,1
USC00046136,2007-07-06,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,69.97617,469546.5859,2881.923784,2007.0,1
USC00046136,2007-07-16,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,935.632,6244986.5,16708.60128,2007.0,1
USC00046136,2007-07-23,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,29.60796,198186.8242,1831.761072,2007.0,1
USC00046136,2007-07-27,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,83.31375,561692.9375,4120.31912,2007.0,1
USC00046136,2007-07-29,SNWD,0,Nevada - Yuba - Placer CAL FIRE,NEU,16.27155,109054.4063,1993.851869,2007.0,1
USC00046136,2007-08-02,TMAX,339,Nevada - Yuba - Placer CAL FIRE,NEU,15.18611,101446.7891,1636.100545,2007.0,1
USC00046136,2007-08-07,TMAX,233,Nevada - Yuba - Placer CAL FIRE,NEU,10.32569,70145.08984,1364.934034,2007.0,1
USC00046136,2007-08-15,TMAX,311,Nevada - Yuba - Placer CAL FIRE,NEU,31.35009,211021.8516,2663.289382,2007.0,1
USC00046136,2007-08-22,TMAX,317,Nevada - Yuba - Placer CAL FIRE,NEU,78.0423,528615.4961,3733.236415,2007.0,1
USC00046136,2007-08-23,TMAX,322,Nevada - Yuba - Placer CAL FIRE,NEU,49.37544,333548.1133,2999.820925,2007.0,1
USC00046136,2007-08-02,TMIN,178,Nevada - Yuba - Placer CAL FIRE,NEU,15.18611,101446.7891,1636.100545,2007.0,1
USC00046136,2007-08-07,TMIN,106,Nevada - Yuba - Placer CAL FIRE,NEU,10.32569,70145.08984,1364.934034,2007.0,1
USC00046136,2007-08-15,TMIN,156,Nevada - Yuba - Placer CAL FIRE,NEU,31.35009,211021.8516,2663.289382,2007.0,1
USC00046136,2007-08-22,TMIN,167,Nevada - Yuba - Placer CAL FIRE,NEU,78.0423,528615.4961,3733.236415,2007.0,1
USC00046136,2007-08-23,TMIN,167,Nevada - Yuba - Placer CAL FIRE,NEU,49.37544,333548.1133,2999.820925,2007.0,1
USC00046136,2007-08-02,TOBS,256,Nevada - Yuba - Placer CAL FIRE,NEU,15.18611,101446.7891,1636.100545,2007.0,1
