weatherstn,ALARM_DATE,Fire station name,UNIT_ID,GIS_ACRES,Shape__Area,Shape__Length,YEAR_
USC00040798,2017-07-29,Los Angeles County,LAC,0.5557644,3322.332031,327.6858597,2017
USC00040798,2017-07-31,Los Angeles County,LAC,2.911873,17195.82422,667.9833155,2017
USC00040798,2017-06-11,Los Angeles County,LAC,38.81298,232771.9453,3727.668897,2017
USC00040798,2017-07-04,Los Angeles County,LAC,1.362349,8033.296875,804.378837,2017
USC00040798,2017-06-30,Los Angeles County,LAC,18.74323,112692.7305,1732.556569,2017
USC00040798,2017-07-18,Los Angeles County,LAC,1.638321,9747.882813,621.700391,2017
USC00040798,2017-07-09,Los Angeles County,LAC,1.342572,8010.058594,396.2089213,2017
USC00040798,2017-10-05,Los Angeles County,LAC,0.05247684,313.0585938,84.9692708,2017
USC00040798,2017-10-29,Los Angeles County,LAC,0.2426913,1438.925781,207.6017855,2017
USC00040798,2017-10-21,Los Angeles County,LAC,0.02775379,164.1484375,61.63100252,2017
USC00040798,2017-09-28,Los Angeles County,LAC,0.3011239,1777.46875,219.1098067,2017
USC00040798,2017-09-09,Los Angeles County,LAC,0.139297,834.1367188,136.4211258,2017
USC00040798,2017-08-13,Los Angeles County,LAC,65.97264,394057.0078,3261.066036,2017
USC00040798,2017-07-25,Los Angeles County,LAC,1.132044,6707.03125,322.5804282,2017
USC00040798,2017-07-13,Los Angeles County,LAC,35.99306,214235.8594,2985.560621,2017
USC00040798,2017-07-23,Los Angeles County,LAC,61.10294,361739.707,6777.396356,2017
USC00040798,2017-07-28,Los Angeles County,LAC,149.61,899961.0078,6001.885637,2017
USC00040798,2017-08-27,Los Angeles County,LAC,36.46341,217830.6758,2749.519602,2017
USC00040798,2017-11-12,Los Angeles County,LAC,0.247208,1458.421875,212.6244144,2017
USC00040798,2017-11-13,Los Angeles County,LAC,0.07016324,415.2797605,152.4994346,2017
USC00040798,2017-12-18,Los Angeles County,LAC,0.1799399,1063.478239,138.0456652,2017
USC00040798,2017-12-05,Los Angeles County,LAC,15619.15,92857036.05,71990.64767,2017
USC00040798,2017-12-05,Los Angeles County,LAC,6047.719,36056780.6,43088.97268,2017
USC00040332,2017-05-20,Kern County,KRN,449.7781,2749685.93,11060.86945,2017
USC00040332,2017-05-12,Kern County,KRN,30.58594,187623.8633,2201.980077,2017
USC00040332,2017-05-28,Kern County,KRN,6.240428,37671.17969,1657.255847,2017
USC00040332,2017-07-07,Kern County,KRN,2940.496,18125461.41,27073.40201,2017
USC00040332,2017-10-26,Kern County,KRN,46.81921,284841.6602,3152.769657,2017
USC00040332,2017-08-24,Kern County,KRN,10.06964,60713.74609,1526.399651,2017
USC00040332,2017-09-29,Kern County,KRN,39.75837,243842.1406,3171.073846,2017
USC00040332,2017-08-13,Kern County,KRN,0.7808903,4803.9375,305.7464975,2017
USC00040332,2017-08-11,Kern County,KRN,9.249963,56763.52734,1649.88015,2017
USC00040332,2017-08-05,Kern County,KRN,50.46431,310442.0742,3922.439808,2017
USC00040332,2017-06-17,Kern County,KRN,11.45716,69767.375,1133.994079,2017
USC00040332,2017-06-25,Kern County,KRN,4.548275,27881.66406,864.5563672,2017
USC00040332,2017-06-08,Kern County,KRN,105.0879,639255.0859,4532.141859,2017
USC00040332,2017-06-15,Kern County,KRN,9.85579,60028.42188,1156.952339,2017
USC00040332,2017-04-29,Kern County,KRN,20.80275,126272.1758,1910.967006,2017
USC00040332,2017-08-15,Kern County,KRN,0.07041682,427.171875,111.7645729,2017
USC00040332,2017-05-08,Kern County,KRN,9.457086,57878.70313,1143.968992,2017
USC00040332,2017-04-25,Kern County,KRN,4.67176,28619.16797,957.3181136,2017
USC00040332,2017-05-14,Kern County,KRN,34.28937,207401.1563,2296.39412,2017
USC00040332,2017-06-06,Kern County,KRN,32.65188,200199.4766,3027.393573,2017
USC00040332,2017-06-09,Kern County,KRN,2.056431,12540.45313,459.2023378,2017
USC00040332,2017-07-02,Kern County,KRN,8.055015,49121.85156,1224.983398,2017
USC00040332,2017-09-27,Kern County,KRN,2.374051,14437.37891,518.3741433,2017
USC00040332,2017-06-02,Kern County,KRN,14.04068,85523.125,1794.49435,2017
USC00040332,2017-06-03,Kern County,KRN,13.25268,80432.09375,1372.835812,2017
USC00040332,2017-05-16,Kern County,KRN,8.173799,49759.66016,1008.442321,2017
USC00040332,2017-11-16,Kern County,KRN,3.979895,24223.34766,611.508636,2017
USC00040332,2017-05-14,Kern County,KRN,13.82444,84771.50391,2789.913953,2017
USC00040332,2017-06-20,Kern County,KRN,12.45355,76469.14063,1486.850476,2017
USC00040332,2017-06-19,Kern County,KRN,32.93502,202633.6367,2383.010496,2017
USC00040332,2017-08-01,Kern County,KRN,1.690201,10348.76563,701.4837558,2017
USC00040332,2017-12-01,Kern County,KRN,22.35438,136411.1914,1652.166544,2017
USC00040332,2017-10-28,Kern County,KRN,28.04709,169132.5469,3231.823648,2017
USC00040332,2017-05-26,Kern County,KRN,3.358492,20435.46875,623.2798268,2017
US1CAMR0002,2017-07-12,Marin County,MRN,28.70305,188138.543,1886.068426,2017
US1CAMR0002,2017-06-27,Marin County,MRN,30.57775,199464.0508,2704.200047,2017
USR0000CMIO,2017-07-18,Tulare CAL FIRE,TUU,58.33463,367441.8945,4343.615935,2017
USC00045352,2017-09-18,Madera - Mariposa CAL FIRE,MMU,482.3408,3079558.336,10432.4373,2017
US1CASD0026,2017-06-26,Riverside CAL FIRE,RRU,6303.659,37095308.33,33443.47847,2017
US1CAFR0033,2017-09-11,Fresno-Kings CAL FIRE,FKU,8.590142,54745.78516,1262.150457,2017
US1CAFR0033,2017-05-06,Fresno-Kings CAL FIRE,FKU,25.18853,156717.6602,3111.870113,2017
US1CAFR0033,2017-09-03,Fresno-Kings CAL FIRE,FKU,70.22348,436159.4141,3442.172338,2017
US1CAFR0033,2017-09-19,Fresno-Kings CAL FIRE,FKU,236.9534,1477534.012,6381.336834,2017
US1CAFR0033,2017-08-23,Fresno-Kings CAL FIRE,FKU,30.71256,190789.0703,1943.074957,2017
US1CAFR0033,2017-10-11,Fresno-Kings CAL FIRE,FKU,57.05462,360364.4805,3982.958428,2017
US1CAFR0033,2017-04-29,Fresno-Kings CAL FIRE,FKU,160.164,1008087.586,5315.551768,2017
US1CAFR0033,2017-07-09,Fresno-Kings CAL FIRE,FKU,48886.66,302589005.4,115590.2429,2017
US1CAFR0033,2017-04-20,Fresno-Kings CAL FIRE,FKU,4533.284,28128042.54,27529.76204,2017
US1CAFR0033,2017-08-27,Fresno-Kings CAL FIRE,FKU,60.17172,379814.1602,4678.447338,2017
US1CAFR0033,2017-07-17,Fresno-Kings CAL FIRE,FKU,1648.704,10220831.66,19261.28505,2017
US1CAFR0033,2017-07-04,Fresno-Kings CAL FIRE,FKU,56.85116,359684.5859,2833.429323,2017
US1CAFR0033,2017-06-11,Fresno-Kings CAL FIRE,FKU,76.29654,482353.9727,4533.302653,2017
US1CAFR0033,2017-05-18,Fresno-Kings CAL FIRE,FKU,11146.75,69188488.02,46144.86603,2017
US1CAFR0033,2017-07-02,Fresno-Kings CAL FIRE,FKU,1561.663,9726889.914,15730.69833,2017
US1CAFR0033,2017-06-23,Fresno-Kings CAL FIRE,FKU,356.9353,2224280.48,7996.506921,2017
US1CAFR0033,2017-08-30,Fresno-Kings CAL FIRE,FKU,102.2866,639156.7344,4624.369298,2017
US1CAFR0033,2017-05-18,Fresno-Kings CAL FIRE,FKU,23.45427,145234.918,2646.990492,2017
US1CAFR0033,2017-08-29,Fresno-Kings CAL FIRE,FKU,19.41336,120083.5664,4815.125247,2017
US1CAFR0033,2017-07-05,Fresno-Kings CAL FIRE,FKU,91.29421,579481.1445,3825.930899,2017
US1CAFR0033,2017-08-26,Fresno-Kings CAL FIRE,FKU,110.8288,703374.8242,6049.845093,2017
US1CAHM0029,2017-08-10,Humboldt - Del Norte CAL FIRE,HUU,10.70095,75368.28906,1049.584299,2017
USC00049083,2017-08-07,Shasta-Trinity National Forest,SHF,3372.92,23874522.77,45331.39758,2017
USC00049083,2017-08-30,Shasta-Trinity National Forest,SHF,18493.71,130623106.2,115013.1826,2017
USC00041018,2017-08-06,Tahoe National Forest,TNF,1019.992,6997161.055,16326.99565,2017
USC00041018,2017-07-29,Tahoe National Forest,TNF,139.4669,954772.418,4827.310315,2017
USC00041018,2017-09-06,Tahoe National Forest,TNF,83.51285,571840.4727,4253.771601,2017
USC00041906,2017-08-18,Stanislaus National Forest,STF,4423.208,29172320.9,46312.05398,2017
USC00041906,2017-09-03,Stanislaus National Forest,STF,1747.87,11446557.1,33589.38645,2017
USC00041906,2017-07-03,Stanislaus National Forest,STF,310.7712,2046324.0,8779.690323,2017
USC00041906,2017-09-11,Stanislaus National Forest,STF,510.1094,3360780.441,11917.40046,2017
USC00041906,2017-08-18,Stanislaus National Forest,STF,134.3042,882967.6875,5551.420777,2017
USC00041906,2017-08-24,Stanislaus National Forest,STF,9.045541,59038.58203,1251.766285,2017
USC00041906,2017-08-29,Stanislaus National Forest,STF,8.603203,55864.40234,1551.660139,2017
USC00041906,2017-06-27,Stanislaus National Forest,STF,17.05766,111628.3594,1592.522465,2017
USC00041906,2017-09-18,Stanislaus National Forest,STF,14.96456,98713.39063,1191.123105,2017
US1CAHM0144,2017-07-26,Six Rivers National Forest,SRF,1643.643,11884224.11,24179.265,2017
US1CAHM0144,2017-08-07,Six Rivers National Forest,SRF,1522.747,10572245.77,18367.08639,2017
US1CAHM0144,2017-07-25,Six Rivers National Forest,SRF,242.4736,1751357.215,9273.91277,2017
US1CAHM0144,2017-07-26,Six Rivers National Forest,SRF,27.20529,196700.4805,2236.81383,2017
US1CAHM0144,2017-08-10,Six Rivers National Forest,SRF,21317.93,153769708.6,120160.2137,2017
US1CAHM0144,2017-07-19,Six Rivers National Forest,SRF,318.873,2301036.023,7737.681096,2017
US1CAHM0144,2017-10-14,Six Rivers National Forest,SRF,147.5612,1032961.539,4985.928007,2017
US1CAHM0144,2017-08-07,Six Rivers National Forest,SRF,50.05243,347359.4648,2838.368348,2017
US1CAHM0144,2017-08-01,Six Rivers National Forest,SRF,16.94284,118349.3438,1448.044446,2017
US1CAHM0144,2017-07-25,Six Rivers National Forest,SRF,4240.974,30705959.04,44412.75533,2017
US1CAHM0144,2017-08-07,Six Rivers National Forest,SRF,3140.1,21756762.98,32624.57019,2017
USC00044518,2017-08-20,Sequoia National Forest,SQF,48.382,305205.9766,6528.470296,2017
USC00044518,2017-06-24,Sequoia National Forest,SQF,15833.21,98333942.73,111481.6273,2017
USC00044518,2017-08-29,Sequoia National Forest,SQF,36619.43,227595620.4,112701.652,2017
USC00044518,2017-09-01,Sequoia National Forest,SQF,1321.26,8138715.809,16470.40919,2017
USC00044518,2017-09-25,Sequoia National Forest,SQF,18913.58,117993626.6,76518.4488,2017
USC00044518,2017-06-18,Sequoia National Forest,SQF,1522.259,9334370.348,18553.76327,2017
USC00044518,2017-07-30,Sequoia National Forest,SQF,1282.467,7851996.441,18261.77899,2017
USC00044518,2017-06-27,Sequoia National Forest,SQF,107.2538,661038.9961,6001.691313,2017
USC00044518,2017-07-08,Sequoia National Forest,SQF,20.86836,129611.418,1328.898533,2017
USC00044518,2017-09-12,Sequoia National Forest,SQF,30.59812,193601.7422,2424.136034,2017
USC00044518,2017-08-12,Sequoia National Forest,SQF,31.87081,200937.4609,3274.045296,2017
USC00044176,2017-09-07,Sierra National Forest,SNF,145.1785,921943.375,4749.925412,2017
USC00044176,2017-08-07,Sierra National Forest,SNF,79.84794,514601.0,3533.164149,2017
USC00044176,2017-08-07,Sierra National Forest,SNF,611.2015,3942457.844,9241.675448,2017
USC00044176,2017-08-29,Sierra National Forest,SNF,12371.15,79569406.98,108952.9665,2017
USC00044176,2017-09-07,Sierra National Forest,SNF,25.92339,164532.3242,1562.33655,2017
USC00044176,2017-09-01,Sierra National Forest,SNF,10.40595,67000.50781,2375.624041,2017
USC00049083,2017-08-29,Shasta-Trinity National Forest,SHF,54.04401,386990.3164,3274.711302,2017
USC00049083,2017-10-31,Shasta-Trinity National Forest,SHF,35.51982,250875.8203,3192.924039,2017
USC00049083,2017-09-12,Shasta-Trinity National Forest,SHF,13357.28,92794431.87,68184.34379,2017
USC00049083,2017-08-07,Shasta-Trinity National Forest,SHF,19.08158,133057.2734,1849.951723,2017
USC00049083,2017-08-02,Shasta-Trinity National Forest,SHF,32.26079,228069.8281,1842.179195,2017
USC00049083,2017-07-02,Shasta-Trinity National Forest,SHF,3.476502,24659.02344,1089.641877,2017
USC00047085,2017-06-21,Plumas National Forest,PNF,21.58683,148620.9883,1804.264841,2017
USC00047085,2017-08-06,Plumas National Forest,PNF,855.2444,5883627.996,17204.60722,2017
USC00047085,2017-09-12,Plumas National Forest,PNF,8.64817,59403.52344,1239.336516,2017
USC00047085,2017-06-30,Plumas National Forest,PNF,53.14948,367756.625,5930.401495,2017
USC00047085,2017-09-27,Plumas National Forest,PNF,113.0544,780602.0742,4073.219752,2017
USC00047085,2017-08-20,Plumas National Forest,PNF,57.91714,399629.418,2854.966992,2017
USC00047085,2017-06-30,Plumas National Forest,PNF,6.275238,43389.74609,1411.305322,2017
USC00047085,2017-07-29,Plumas National Forest,PNF,4339.355,29874966.32,32011.52446,2017
USC00047085,2017-09-03,Plumas National Forest,PNF,75.34856,521844.375,3196.582127,2017
USC00047085,2017-09-05,Plumas National Forest,PNF,446.1815,3059028.371,10983.78396,2017
USR0000CALD,2017-09-12,Mendocino National Forest,MNF,58.13599,394859.9336,3141.305422,2017
USR0000CALD,2017-09-12,Mendocino National Forest,MNF,87.87638,596310.2852,4040.442517,2017
USC00040543,2017-08-02,Los Padres National Forest,LPF,450.84,2751462.512,7793.616512,2017
USC00040543,2017-07-08,Los Padres National Forest,LPF,18412.4,110052443.4,76132.45287,2017
USC00040543,2017-05-13,Los Padres National Forest,LPF,24.40058,146634.8555,1578.647111,2017
USC00040543,2017-10-09,Los Padres National Forest,LPF,64.36557,391804.3555,2850.561228,2017
US1CAVT0031,2017-12-04,Ventura County,VNC,281790.9,1681105895.0,540531.8875,2017
USC00049600,2017-07-06,Lassen National Forest,LNF,17.97842,126469.2266,2432.667313,2017
USC00041799,2017-08-08,Klamath National Forest,KNF,9129.377,66826182.98,108875.1269,2017
USC00041799,2017-09-07,Klamath National Forest,KNF,12.89506,92032.50391,1195.844327,2017
USC00041799,2017-09-07,Klamath National Forest,KNF,101.367,734200.8984,5544.23656,2017
USC00041799,2017-09-07,Klamath National Forest,KNF,24.317,173815.9727,1583.55309,2017
USC00041799,2017-08-09,Klamath National Forest,KNF,265.481,1895604.672,6410.809925,2017
USC00041799,2017-08-12,Klamath National Forest,KNF,90.6049,645636.2969,4275.926904,2017
USC00041799,2017-06-26,Klamath National Forest,KNF,1594.034,11485192.81,27657.53567,2017
USC00041799,2017-09-07,Klamath National Forest,KNF,113.9625,831535.0703,6920.724161,2017
USC00041799,2017-08-10,Klamath National Forest,KNF,91.3345,651047.0391,4403.342759,2017
USC00041799,2017-08-11,Klamath National Forest,KNF,91125.33,662759651.0,470305.2959,2017
USC00041799,2017-08-11,Klamath National Forest,KNF,63785.07,459363738.9,302323.9924,2017
USC00041799,2017-07-04,Klamath National Forest,KNF,80.11019,584490.0547,3477.91638,2017
USC00044616,2017-09-08,Eldorado National Forest,ENF,426.7024,2850828.008,7983.429673,2017
USC00044616,2017-10-10,Eldorado National Forest,ENF,29.37,195843.1523,1854.096528,2017
USC00044616,2017-07-10,Eldorado National Forest,ENF,0.1290102,858.5273438,136.8821388,2017
USC00044616,2017-09-12,Eldorado National Forest,ENF,0.8926889,5994.621094,323.7744272,2017
USC00044616,2017-08-28,Eldorado National Forest,ENF,0.170771,1131.363281,147.4227989,2017
USC00044616,2017-07-09,Eldorado National Forest,ENF,1.209222,8125.4375,389.0619701,2017
USC00044616,2017-07-12,Eldorado National Forest,ENF,0.06809671,453.1523438,89.37160278,2017
USC00044616,2017-08-24,Eldorado National Forest,ENF,0.1560788,1034.8125,176.7696087,2017
USC00040134,2017-07-22,Cleveland National Forest,CNF,250.5664,1457001.691,8544.252426,2017
USC00040134,2017-08-27,Cleveland National Forest,CNF,46.90482,274596.2422,3393.337009,2017
USC00040134,2017-10-26,Cleveland National Forest,CNF,866.273,5065374.313,13400.2247,2017
USW00000369,2017-06-16,Camp Pendleton Marine Corps Base,MCP,20.19442,117707.3672,1529.278215,2017
USC00040134,2017-10-21,Cleveland National Forest,CNF,41.04634,236511.5547,2786.843978,2017
US1CASD0026,2017-04-30,Riverside CAL FIRE,RRU,11.77292,69146.44531,1663.799649,2017
USC00048105,2017-06-19,San Bernardino National Forest,BDF,1505.491,8952562.777,21606.76666,2017
USC00048105,2017-07-14,San Bernardino National Forest,BDF,460.2896,2723022.207,9352.877536,2017
USC00048105,2017-07-22,San Bernardino National Forest,BDF,36.30346,215159.7773,3036.327228,2017
USC00048105,2017-07-12,San Bernardino National Forest,BDF,45.84431,271569.8828,2515.163628,2017
USC00048105,2017-06-27,San Bernardino National Forest,BDF,669.2087,3963642.961,14595.98686,2017
USC00048105,2017-06-25,San Bernardino National Forest,BDF,2.949139,17494.33203,785.1328905,2017
USC00048105,2017-07-31,San Bernardino National Forest,BDF,67.45031,400003.8008,3811.838601,2017
USC00048105,2017-08-30,San Bernardino National Forest,BDF,13.91025,81611.79688,2289.843636,2017
USC00048105,2017-04-30,San Bernardino National Forest,BDF,93.15666,553840.6133,9241.494146,2017
USC00048105,2017-07-04,San Bernardino National Forest,BDF,12.00793,71344.32813,2047.839328,2017
USC00048105,2017-07-22,San Bernardino National Forest,BDF,16.21909,96063.63672,1318.28268,2017
USR0000CCHI,2017-07-21,Angeles National Forest,ANF,5.544388,33207.26563,947.9855334,2017
USR0000CCHI,2017-07-13,Angeles National Forest,ANF,10.73966,64308.70703,1230.072105,2017
USC00047775,2017-05-28,Los Angeles City FD,LDF,11.15464,66279.38672,1162.285325,2017
USR0000CCHI,2017-08-06,Angeles National Forest,ANF,10.40123,61802.80859,1370.547451,2017
USR0000CCHI,2017-10-17,Angeles National Forest,ANF,45.1162,267694.5352,2686.06992,2017
USR0000CCHI,2017-06-17,Angeles National Forest,ANF,11.94587,71093.07031,1349.637022,2017
USR0000CCHI,2017-08-03,Angeles National Forest,ANF,9.663489,57370.89453,1284.360184,2017
USR0000CTIM,2017-06-27,Modoc National Forest,MDF,78.2062,573179.2852,3114.817506,2017
USR0000CTIM,2017-07-28,Modoc National Forest,MDF,16.36759,119654.5039,1320.569832,2017
USR0000CTIM,2017-07-13,Modoc National Forest,MDF,381.0148,2775493.734,9855.705203,2017
USR0000CTIM,2017-07-24,Modoc National Forest,MDF,1492.398,10930413.02,26000.84507,2017
USR0000CTIM,2017-07-24,Modoc National Forest,MDF,29.35282,215077.7109,3351.233481,2017
USR0000CTIM,2017-07-25,Modoc National Forest,MDF,30890.86,221557152.7,85246.36923,2017
USR0000CTIM,2017-07-26,Modoc National Forest,MDF,254.8858,1824895.242,7247.231552,2017
USR0000CTIM,2017-07-26,Modoc National Forest,MDF,45704.01,333949956.4,210887.6026,2017
USR0000CTIM,2017-07-29,Modoc National Forest,MDF,18.71504,136773.0625,1508.545568,2017
USR0000CTIM,2017-08-07,Modoc National Forest,MDF,115.3048,841888.6797,5330.335732,2017
USR0000CTIM,2017-08-08,Modoc National Forest,MDF,11.39594,82976.16016,1605.095581,2017
USR0000CTIM,2017-08-23,Modoc National Forest,MDF,281.273,2047385.121,6340.484197,2017
USR0000CTIM,2017-08-23,Modoc National Forest,MDF,313.2321,2282409.637,6788.929424,2017
USR0000CTIM,2017-08-26,Modoc National Forest,MDF,13.89812,101024.4336,2213.081972,2017
USR0000CTIM,2017-08-23,Modoc National Forest,MDF,15.72661,114340.0352,1391.627887,2017
USR0000CTIM,2017-06-29,Modoc National Forest,MDF,17.14011,125479.7656,1355.103558,2017
USR0000CTIM,2017-07-28,Modoc National Forest,MDF,13.09252,94261.95703,1200.7748,2017
USR0000CTIM,2017-07-27,Modoc National Forest,MDF,63.96683,457161.6563,2688.94168,2017
USR0000CTIM,2017-07-26,Modoc National Forest,MDF,33.3521,243279.9336,2019.595946,2017
USR0000CTIM,2017-07-26,Modoc National Forest,MDF,15.96121,115337.8594,1423.405935,2017
USR0000CTIM,2017-07-25,Modoc National Forest,MDF,120.976,868990.0664,3683.796291,2017
USR0000CTIM,2017-06-28,Modoc National Forest,MDF,653.5079,4771468.086,19861.80262,2017
USR0000CTIM,2017-10-10,Modoc National Forest,MDF,51.14223,372132.2969,3738.216088,2017
USR0000CCRE,2017-06-21,Inyo National Forest,INF,75.16344,471968.4609,4622.86152,2017
USR0000CCRE,2017-07-31,Inyo National Forest,INF,394.8168,2563743.168,10276.17426,2017
USR0000CCRE,2017-08-03,Inyo National Forest,INF,2294.247,14304039.56,26194.54749,2017
USR0000CCRE,2017-06-06,Inyo National Forest,INF,66.61312,444569.6289,3605.569006,2017
USC00046685,2017-06-22,Butte CAL FIRE,BTU,21.25227,145098.75,2114.801282,2017
USC00046685,2017-06-16,Butte CAL FIRE,BTU,143.6004,982811.5781,5524.879078,2017
USC00046685,2017-10-08,Butte CAL FIRE,BTU,8415.803,57418682.67,56006.62561,2017
USC00046685,2017-08-29,Butte CAL FIRE,BTU,4015.732,27386899.28,32266.27495,2017
USC00046685,2017-07-07,Butte CAL FIRE,BTU,6028.49,40992989.85,49937.61014,2017
USC00046685,2017-09-28,Butte CAL FIRE,BTU,147.0237,1017045.988,5745.560903,2017
USC00046685,2017-10-09,Butte CAL FIRE,BTU,153.5117,1052090.102,6600.807631,2017
USC00046685,2017-09-25,Butte CAL FIRE,BTU,28.19562,193678.2539,2011.407219,2017
US1CAHM0029,2017-03-08,Humboldt - Del Norte CAL FIRE,HUU,33.345,232159.9766,2461.048132,2017
US1CAHM0029,2017-03-08,Humboldt - Del Norte CAL FIRE,HUU,53.36273,369685.2656,4117.231962,2017
US1CAHM0029,2017-08-31,Humboldt - Del Norte CAL FIRE,HUU,33.77041,233388.7383,2418.984038,2017
US1CAHM0029,2017-08-10,Humboldt - Del Norte CAL FIRE,HUU,12.3151,87285.63281,1797.121895,2017
US1CAHM0029,2017-06-26,Humboldt - Del Norte CAL FIRE,HUU,11.31573,82812.61719,1842.401019,2017
USC00046642,2017-09-11,San Mateo - Santa Cruz CAL FIRE,CZU,36.33775,233522.6992,2318.989671,2017
USC00046642,2017-10-16,San Mateo - Santa Cruz CAL FIRE,CZU,317.201,2026019.406,8383.148851,2017
USC00048338,2017-05-16,Monterey - San Benito CAL FIRE,BEU,24.03971,149520.875,1531.940246,2017
USC00048338,2017-05-17,Monterey - San Benito CAL FIRE,BEU,16.81539,104821.2695,1286.568298,2017
USC00048338,2017-05-22,Monterey - San Benito CAL FIRE,BEU,20.62749,129023.4492,2608.528411,2017
USC00048338,2017-06-09,Monterey - San Benito CAL FIRE,BEU,14.10511,86959.48047,1672.67932,2017
USC00048338,2017-07-04,Monterey - San Benito CAL FIRE,BEU,34.8994,221020.7109,3191.608406,2017
USC00048338,2017-07-08,Monterey - San Benito CAL FIRE,BEU,1821.772,11224981.16,14829.03364,2017
USC00048338,2017-07-16,Monterey - San Benito CAL FIRE,BEU,9.783442,60482.19141,1511.849579,2017
USC00048338,2017-08-14,Monterey - San Benito CAL FIRE,BEU,16.82664,103719.625,1527.540793,2017
USC00048338,2017-08-26,Monterey - San Benito CAL FIRE,BEU,7.94398,49462.61719,1560.800578,2017
USC00048338,2017-09-01,Monterey - San Benito CAL FIRE,BEU,14.82591,93740.06641,1497.976772,2017
USC00048338,2017-11-25,Monterey - San Benito CAL FIRE,BEU,48.32974,302088.4258,3552.934393,2017
USC00048338,2017-08-07,Monterey - San Benito CAL FIRE,BEU,81.70621,504607.3281,3458.867787,2017
USC00048338,2017-07-02,Monterey - San Benito CAL FIRE,BEU,32.43858,205558.5195,1958.037292,2017
USC00048338,2017-09-11,Monterey - San Benito CAL FIRE,BEU,59.3685,369426.6719,3024.420653,2017
USC00045212,2017-11-29,San Bernardino CAL FIRE,BDU,325.5135,1922371.168,7089.500368,2017
USC00045212,2017-07-23,San Bernardino CAL FIRE,BDU,157.5895,939056.4609,5975.619765,2017
USC00045212,2017-08-03,San Bernardino CAL FIRE,BDU,336.6238,1990779.047,8974.846068,2017
USC00045212,2017-06-24,San Bernardino CAL FIRE,BDU,11.38073,67536.55078,1222.11749,2017
US1CAAM0003,2017-07-26,Amador - El Dorado CAL FIRE,AEU,1268.11,8397879.676,18568.16127,2017
US1CAAM0003,2017-07-26,Amador - El Dorado CAL FIRE,AEU,138.5487,918434.7813,6010.107354,2017
US1CAAM0003,2017-09-17,Amador - El Dorado CAL FIRE,AEU,130.7719,867163.2852,5255.408571,2017
US1CAAM0003,2017-08-07,Amador - El Dorado CAL FIRE,AEU,72.09602,481066.1133,5013.694376,2017
US1CAAM0003,2017-07-30,Amador - El Dorado CAL FIRE,AEU,237.9169,1576002.547,7147.962559,2017
US1CAAM0003,2017-06-24,Amador - El Dorado CAL FIRE,AEU,10.9172,71828.87109,1860.332043,2017
US1CAAM0003,2017-06-17,Amador - El Dorado CAL FIRE,AEU,22.38834,147765.3086,2056.086811,2017
USC00046136,2017-10-08,Nevada - Yuba - Placer CAL FIRE,NEU,16140.8,109404876.9,126853.6148,2017
USC00049855,2017-10-09,Yosemite National Park,YNP,0.07946421,514.6484375,81.350851,2017
USC00049855,2017-09-26,Yosemite National Park,YNP,1.385606,8985.304688,339.7357053,2017
USC00049855,2017-08-03,Yosemite National Park,YNP,3.495089,22716.88672,978.7171135,2017
USC00049855,2017-09-12,Yosemite National Park,YNP,0.07936531,515.3632813,81.4165633,2017
US1CAMR0011,2017-09-26,Point Reyes National Seashore,RNP,1.425338,9318.289063,431.5411254,2017
USC00049855,2017-08-03,Yosemite National Park,YNP,0.07913961,516.8359375,81.5516104,2017
USC00049855,2017-09-11,Yosemite National Park,YNP,0.07920874,516.21875,81.49726555,2017
USC00049855,2017-07-31,Yosemite National Park,YNP,8577.552,55463909.94,156091.428,2017
USC00049855,2017-09-11,Yosemite National Park,YNP,0.07938439,515.2265625,81.40351105,2017
USC00049855,2017-09-11,Yosemite National Park,YNP,0.07928222,515.8203125,81.458995,2017
USC00049855,2017-07-08,Yosemite National Park,YNP,0.2380705,1542.628906,140.8456806,2017
USC00049855,2017-06-26,Yosemite National Park,YNP,0.07936285,515.3359375,81.41497961,2017
US1CAMR0011,2017-09-21,Point Reyes National Seashore,RNP,8.266294,54023.84766,1290.743942,2017
USC00049855,2017-06-21,Yosemite National Park,YNP,0.07949797,514.3515625,81.32482441,2017
US1CAMR0011,2017-09-12,Point Reyes National Seashore,RNP,0.002815646,18.37109375,19.24637896,2017
USC00049855,2017-08-02,Yosemite National Park,YNP,0.157021,1019.945313,114.5378349,2017
USC00049855,2017-07-16,Yosemite National Park,YNP,0.2380988,1542.355469,140.831292,2017
USC00049855,2017-08-02,Yosemite National Park,YNP,0.07938903,515.1484375,81.39741064,2017
USR0000CIND,2017-07-25,Lava Beds National Monument,BNP,0.09953451,724.3984375,95.53123654,2017
USC00049855,2017-07-12,Yosemite National Park,YNP,0.07913565,516.6445313,81.53769741,2017
USC00049855,2017-09-11,Yosemite National Park,YNP,0.0792798,515.828125,81.45970595,2017
USC00049855,2017-09-12,Yosemite National Park,YNP,0.07950435,514.453125,81.33102792,2017
US1CAMR0011,2017-07-10,Point Reyes National Seashore,RNP,0.414853,2715.441406,328.3285524,2017
USC00049855,2017-09-11,Yosemite National Park,YNP,0.07934111,515.4609375,81.42592991,2017
USC00049855,2017-07-23,Yosemite National Park,YNP,0.2380843,1542.378906,140.8326745,2017
