_id,ALARM_DATE,CONT_DATE,Fire station name,UNIT_ID,GIS_ACRES,Shape__Area,Shape__Length,YEAR_
894,27/08/2021,31/08/2021,Shasta-Trinity National Forest,SHF,11.17857,79185.89063,1792.255235,2021
895,08/09/2021,14/09/2021,Klamath National Forest,KNF,14.00079,101266.3672,6310.330487,2021
896,11/09/2021,16/09/2021,Angeles National Forest,ANF,455.3456,2724727.09,11270.75345,2021
897,17/09/2021,27/09/2021,Angeles National Forest,ANF,221.0323,1325705.238,6544.656414,2021
898,09/08/2021,18/08/2021,Stanislaus National Forest,STF,25.8245,170393.8281,2138.599,2021
899,31/07/2021,03/11/2021,Shasta-Trinity National Forest,SHF,223107.9,1574029698,535745.1154,2021
900,01/08/2021,27/10/2021,Six Rivers National Forest,SRF,94970.47,687051428,418328.5657,2021
901,11/10/2021,01/12/2021,Los Padres National Forest,LPF,16953.24,101244824.7,128410.9876,2021
902,15/10/2021,17/10/2021,Modoc National Forest,MDF,169.4866,1237623.461,5708.038603,2021
903,04/04/2021,13/04/2021,Klamath National Forest,KNF,45.00793,327217.4688,4123.702628,2021
904,09/05/2021,14/05/2021,Sequoia National Forest,SQF,31.50628,193104.9219,3923.876592,2021
905,05/10/2021,11/10/2021,Lassen National Forest,LNF,12.49597,88104.69531,1451.592362,2021
906,28/08/2021,09/09/2021,San Bernardino National Forest,BDF,66.24019,393369.5,4638.006772,2021
907,26/03/2021,01/04/2021,Klamath National Forest,KNF,10.61282,77501.07031,1051.316122,2021
908,18/07/2021,20/07/2021,Northern CA District - BLM,NOD,117.692,833953.2734,7119.085596,2021
909,09/06/2021,17/06/2021,CA Desert District - BLM,CDD,216.6215,1241887.809,10830.35988,2021
910,05/09/2021,05/09/2021,CA Desert District - BLM,CDD,38.58012,230966.1523,2310.47801,2021
911,18/08/2021,19/10/2021,Central CA District - BLM,CND,26535.06,163150301.6,179208.5381,2021
912,14/03/2021,20/03/2021,CA Desert District - BLM,CDD,86.20689,530694.5234,8134.011938,2021
913,18/05/2021,19/05/2021,Central CA District - BLM,CND,19.10735,115522.2461,3350.891834,2021
914,20/02/2021,04/03/2021,CA Desert District - BLM,CDD,106.2004,608553.3789,3721.151273,2021
915,18/04/2021,24/04/2021,CA Desert District - BLM,CDD,40.42638,232397.2539,9509.942934,2021
916,26/11/2021,29/11/2021,CA Desert District - BLM,CDD,122.8651,715547,10861.55355,2021
917,17/06/2021,27/06/2021,CA Desert District - BLM,CDD,47.4764,283983.6406,3866.992343,2021
918,20/06/2021,20/06/2021,CA Desert District - BLM,CDD,25.38194,151781.4609,1402.706342,2021
919,01/05/2021,01/05/2021,CA Desert District - BLM,CDD,1390.015,8548232.641,30887.31857,2021
920,20/07/2021,31/07/2021,Central CA District - BLM,CND,2096.645,12804983.94,27703.33446,2021
921,05/07/2021,05/07/2021,CA Desert District - BLM,CDD,83.93266,511229.4844,3115.315438,2021
922,14/05/2021,18/05/2021,Northern CA District - BLM,NOD,12.32582,87600.67188,1675.70405,2021
923,01/07/2021,01/07/2021,Northern CA District - BLM,NOD,64.69015,455782.8516,3945.928652,2021
924,25/06/2021,28/06/2021,CA Desert District - BLM,CDD,80.03923,467968.4492,2540.777581,2021
925,17/04/2021,29/04/2021,CA Desert District - BLM,CDD,31.76766,195872.3516,4721.147444,2021
926,18/04/2021,19/04/2021,CA Desert District - BLM,CDD,26.61396,160721.0352,3074.905503,2021
927,19/01/2021,20/01/2021,Kern County,KRN,674.1259,4074735.629,15512.5878,2021
928,18/06/2021,16/07/2021,Tule River Agency,TIA,1265.746,7843390.473,13774.53052,2021
930,03/07/2021,09/07/2021,Humboldt-Toiyabe National Forest,HTF,38.7627,255887.1836,3662.138869,2021
931,03/07/2021,04/07/2021,Tulare CAL FIRE,TUU,378.4724,2351430.652,8360.638593,2021
932,10/09/2021,11/11/2021,Tule River Agency,TIA,97528.27,603989861.1,326999.085,2021
933,11/07/2021,19/07/2021,Madera - Mariposa CAL FIRE,MMU,9655.188,61910651.02,70479.31673,2021
934,12/08/2021,31/08/2021,Lakeview District,LAD,823.8505,6041624.453,13288.36277,2021
935,25/08/2021,26/08/2021,Riverside CAL FIRE,RRU,88.36302,520486.6641,4046.91438,2021
936,23/07/2021,23/07/2021,Humboldt - Del Norte CAL FIRE,HUU,25.31992,174727.1523,1928.953196,2021
937,25/09/2021,25/09/2021,Humboldt - Del Norte CAL FIRE,HUU,19.0184,131720.2734,2146.130389,2021
938,12/06/2021,12/06/2021,Kern County,KRN,2.092052,12587.01953,671.9723123,2021
939,27/06/2021,27/06/2021,Kern County,KRN,3.222384,19528.5,683.4971763,2021
940,03/10/2021,03/10/2021,Kern County,KRN,10.0517,61757.99609,1179.088647,2021
941,12/09/2021,12/09/2021,Kern County,KRN,7.573153,46081.55078,2815.833042,2021
942,12/07/2021,12/07/2021,Kern County,KRN,18.59738,113191.6016,10961.87234,2021
943,22/07/2021,23/07/2021,Ventura County,VNC,1.366251,8119.894531,517.2997251,2021
944,11/10/2021,11/10/2021,Fresno-Kings CAL FIRE,FKU,92.35461,571369.9883,4098.8563,2021
945,04/07/2021,26/10/2021,Humboldt-Toiyabe National Forest,HTF,67054.51,446412142.5,345181.6606,2021
946,01/07/2021,11/07/2021,Humboldt-Toiyabe National Forest,HTF,1135.744,7571123.559,24604.14491,2021
947,19/01/2021,19/01/2021,Madera - Mariposa CAL FIRE,MMU,22.3779,143206.6133,2317.680099,2021
948,07/07/2021,08/07/2021,Mendocino CAL FIRE,MEU,69.5676,470225.4297,4839.666417,2021
949,17/01/2021,17/01/2021,Los Angeles County,LAC,2.883715,17045.55859,769.7211016,2021
950,14/01/2021,15/01/2021,Ventura County,VNC,27.63296,164004.9805,2622.906656,2021
951,29/04/2021,30/04/2021,Ventura County,VNC,26.53975,157269.9219,1911.355896,2021
952,01/04/2021,01/04/2021,Ventura County,VNC,14.21907,84508.24609,1480.0335,2021
953,08/01/2021,08/01/2021,Santa Monica Mtns National Recreation Area,SMP,1.865689,11034.14844,782.094252,2021
954,20/07/2021,20/07/2021,Los Angeles City FD,LDF,1.283047,7621.835938,374.381936,2021
955,18/08/2021,18/08/2021,Los Angeles County,LAC,2.237706,13293.89844,486.8620665,2021
956,03/03/2021,18/03/2021,Sequoia National Forest,SQF,14.57344,92198.8125,1159.946336,2021
957,15/07/2021,20/08/2021,Inyo National Forest,INF,37.2558,237742.9805,2932.28464,2021
958,25/04/2021,25/04/2021,Kern County,KRN,2.897352,17495.64453,777.9218719,2021
959,14/07/2021,25/10/2021,Butte CAL FIRE,BTU,963405.4,6692866165,2010262.448,2021
960,31/07/2021,25/10/2021,Klamath National Forest,KNF,199354.1,1422803379,1615527.514,2021
961,02/06/2021,06/06/2021,Riverside CAL FIRE,RRU,42.75489,251915.832,3495.827569,2021
962,04/05/2021,04/05/2021,San Bernardino CAL FIRE,BDU,13.80691,82032.84375,2189.944481,2021
963,04/07/2021,05/07/2021,San Bernardino National Forest,BDF,8.430901,50106.65234,1580.078955,2021
964,30/06/2021,22/07/2021,Plumas National Forest,PNF,531.91,3664169.332,16139.45704,2021
965,13/04/2021,13/04/2021,Plumas National Forest,PNF,9.6,66120.29688,1152.333307,2021
966,29/06/2021,14/07/2021,Plumas National Forest,PNF,53.54,367371.8008,2276.207323,2021
967,07/01/2021,07/01/2021,San Diego National Wildlife Refuge,TNR,21.31999,122097.4258,1645.445255,2021
968,20/01/2021,20/01/2021,San Diego National Wildlife Refuge,TNR,8.976994,51492.5625,1402.73121,2021
969,01/10/2021,01/10/2021,San Diego National Wildlife Refuge,TNR,0.4009637,2297.476563,202.4807269,2021
970,10/06/2021,11/06/2021,Pixley National Wildlife Refuge,PLR,171.3908,1059602.484,9241.683677,2021
971,14/06/2021,14/06/2021,San Joaquin River National Wildlife Refuge,SJR,57.37954,371750.5547,5596.127156,2021
972,17/06/2021,17/06/2021,San Joaquin River National Wildlife Refuge,SJR,2.734319,17696.94922,1193.708413,2021
973,18/08/2021,18/08/2021,Sacramento National Wildlife Refuge,SWR,219.7282,1491105.309,11603.51435,2021
974,15/06/2021,23/06/2021,Sacramento River National Wildlife Refuge,SRR,161.2339,1116694.051,6686.923041,2021
975,20/08/2021,20/08/2021,Lower Klamath National Wildlife Refuge,LKR,22.15831,162212.7969,1969.708972,2021
976,27/09/2021,27/09/2021,Sutter National Wildlife Refuge,STR,141.5167,951334.5664,3877.476497,2021
977,06/08/2021,10/08/2021,Plumas National Forest,PNF,78.31017,544566.6445,3802.747801,2021
978,19/01/2021,20/01/2021,Eldorado National Forest,ENF,20.37977,136346.0313,1581.752892,2021
979,18/06/2020,23/06/2020,Nevada - Yuba - Placer CAL FIRE,NEU,109.6023,733134.7305,4179.743142,2020
980,01/06/2020,04/06/2020,Nevada - Yuba - Placer CAL FIRE,NEU,685.585,4578171.914,12399.37539,2020
981,10/08/2020,11/08/2020,Nevada - Yuba - Placer CAL FIRE,NEU,27.30048,182387.6445,2119.19412,2020
982,31/03/2020,01/04/2020,Nevada - Yuba - Placer CAL FIRE,NEU,12.93155,86679.44531,2029.524881,2020
983,14/04/2020,19/04/2020,Nevada - Yuba - Placer CAL FIRE,NEU,10.31596,70179.13281,1342.742903,2020
984,05/07/2020,05/07/2020,Nevada - Yuba - Placer CAL FIRE,NEU,36.70193,244431.5273,3012.198354,2020
985,15/07/2020,16/07/2020,Beale Air Force Base FD,BEA,376.9104,2538316.879,9803.350364,2020
986,09/07/2020,12/07/2020,Nevada - Yuba - Placer CAL FIRE,NEU,10.10221,68043.03125,1425.986342,2020
987,10/03/2020,11/03/2020,Nevada - Yuba - Placer CAL FIRE,NEU,33.97389,230549.7813,2477.151815,2020
988,09/09/2020,13/10/2020,Nevada - Yuba - Placer CAL FIRE,NEU,1309.09,8877495.797,15221.41054,2020
989,06/07/2020,06/07/2020,Nevada - Yuba - Placer CAL FIRE,NEU,194.6603,1296860.605,7757.246838,2020
990,24/07/2020,31/07/2020,Nevada - Yuba - Placer CAL FIRE,NEU,22.6343,150787.4414,1693.89813,2020
991,06/10/2020,09/10/2020,Nevada - Yuba - Placer CAL FIRE,NEU,55.32843,373125.2734,3143.530999,2020
992,17/08/2020,28/09/2020,Nevada - Yuba - Placer CAL FIRE,NEU,705.546,4770841.824,15226.05477,2020
993,02/08/2020,02/08/2020,Beale Air Force Base FD,BEA,532.7733,3589054.992,10122.68925,2020
994,15/06/2020,15/06/2020,Nevada - Yuba - Placer CAL FIRE,NEU,13.69472,91856.85156,1743.670874,2020
995,17/06/2020,25/06/2020,Butte CAL FIRE,BTU,103.3316,703657.6367,5758.364508,2020
996,17/08/2020,10/09/2020,Butte CAL FIRE,BTU,925.4019,6307904.035,16613.48391,2020
997,17/08/2020,10/09/2020,Butte CAL FIRE,BTU,260.1756,1780346.898,7022.574927,2020
998,18/06/2020,23/06/2020,Butte CAL FIRE,BTU,13.27956,90049.49609,1648.633067,2020
999,29/06/2020,29/06/2020,San Mateo - Santa Cruz CAL FIRE,CZU,20.2083,128343.1602,1702.000922,2020
1000,16/08/2020,24/09/2020,San Mateo - Santa Cruz CAL FIRE,CZU,86553.46,552318495.8,255052.1933,2020
1001,07/09/2020,28/09/2020,Mendocino CAL FIRE,MEU,1146.466,7799786.219,18184.11758,2020
1002,18/08/2020,26/08/2020,Mendocino CAL FIRE,MEU,834.2442,5727850.402,12821.81315,2020
1003,18/08/2020,21/10/2020,Mendocino CAL FIRE,MEU,65.00854,439629.1055,2611.286609,2020
1004,09/06/2020,18/06/2020,Mendocino CAL FIRE,MEU,150.4945,1007057.359,5675.645916,2020
1005,10/08/2020,15/08/2020,Mendocino CAL FIRE,MEU,158.8692,1091466.074,5106.029786,2020
1006,15/02/2020,15/02/2020,Humboldt - Del Norte CAL FIRE,HUU,10.47374,73476.59375,1526.389401,2020
1007,23/10/2020,23/10/2020,Humboldt - Del Norte CAL FIRE,HUU,101.4003,711099.6328,3753.852905,2020
1008,02/03/2020,06/03/2020,Tehama - Glenn CAL FIRE,TGU,155.273,1064278.563,6540.583641,2020
1009,22/02/2020,23/02/2020,Tehama - Glenn CAL FIRE,TGU,181.4404,1264981.578,10696.81651,2020
1010,17/08/2020,18/08/2020,Tehama - Glenn CAL FIRE,TGU,278.01,1891689.641,8954.967188,2020
1011,16/08/2020,17/08/2020,Tehama - Glenn CAL FIRE,TGU,730.4814,4982413.309,12016.13872,2020
1012,23/04/2020,24/04/2020,Tehama - Glenn CAL FIRE,TGU,26.40666,182659.8945,2684.268887,2020
1013,24/12/2020,24/12/2020,Humboldt - Del Norte CAL FIRE,HUU,11.07413,77436.85156,1825.22881,2020
1014,30/06/2020,11/07/2020,Butte CAL FIRE,BTU,137.5814,933389.9766,4076.504034,2020
1015,20/06/2020,22/06/2020,Butte CAL FIRE,BTU,88.18584,597747.5117,4162.198454,2020
1016,15/10/2020,20/10/2020,Butte CAL FIRE,BTU,31.06108,211492.5273,3068.50147,2020
1017,05/07/2020,07/07/2020,Orange County,ORC,24.09784,141579.5117,2020.079466,2020
1018,26/10/2020,02/11/2020,Orange County,ORC,12469.21,73125983.45,65362.59357,2020
1019,26/10/2020,02/11/2020,Orange County,ORC,13694.53,80671871.36,65838.87538,2020
1020,03/12/2020,07/12/2020,Orange County,ORC,6681.099,39200475.43,52771.36548,2020
1021,14/08/2020,14/08/2020,Butte CAL FIRE,BTU,106.785,729464.8555,5533.236416,2020
1022,10/08/2020,12/08/2020,Nevada - Yuba - Placer CAL FIRE,NEU,71.94994,480239.207,5784.257079,2020
1023,05/06/2020,06/06/2020,Nevada - Yuba - Placer CAL FIRE,NEU,30.02494,201532.5898,1974.730536,2020
1024,15/10/2020,17/10/2020,Nevada - Yuba - Placer CAL FIRE,NEU,28.57458,192491.0586,1971.429707,2020
1025,11/06/2020,13/06/2020,Nevada - Yuba - Placer CAL FIRE,NEU,39.86606,265518.2227,3532.947958,2020
1026,31/12/2020,31/12/2020,Nevada - Yuba - Placer CAL FIRE,NEU,15.85951,105708.1484,1604.873418,2020
1027,06/05/2020,09/05/2020,Butte CAL FIRE,BTU,49.00878,334118.9258,3611.378663,2020
1028,20/07/2020,22/07/2020,Butte CAL FIRE,BTU,14.74074,100343.9023,1522.437471,2020
1029,18/07/2020,19/07/2020,Siskiyou CAL FIRE,SKU,557.3061,4060376.105,13506.56665,2020
1030,25/07/2020,25/07/2020,Siskiyou CAL FIRE,SKU,23.13611,166418.6016,2899.109655,2020
1031,27/07/2020,27/07/2020,Siskiyou CAL FIRE,SKU,14.63708,107366.6484,1594.562538,2020
1032,09/09/2020,09/09/2020,Siskiyou CAL FIRE,SKU,37.06404,269098.0898,2367.926695,2020
1033,17/05/2020,17/05/2020,Siskiyou CAL FIRE,SKU,13.73043,99819.98828,1808.098667,2020
1034,11/09/2020,11/09/2020,Siskiyou CAL FIRE,SKU,37.65027,272468.9805,2903.044779,2020
1035,20/08/2020,05/09/2020,Tuolumne - Calaveras CAL FIRE,TCU,2857.605,18547049.61,24671.34816,2020
1036,18/08/2020,28/08/2020,Tuolumne - Calaveras CAL FIRE,TCU,1593.732,10403242.57,16443.51696,2020
1037,16/06/2020,23/06/2020,Tuolumne - Calaveras CAL FIRE,TCU,1398.004,9143297.871,19226.90335,2020
1038,17/06/2020,18/06/2020,Kern County,KRN,165.1797,1006161.898,7573.073402,2020
1039,01/07/2020,05/07/2020,Kern County,KRN,2884.41,17566953.14,21314.972,2020
1040,09/07/2020,12/07/2020,Kern County,KRN,40.12797,244002.3359,3515.808805,2020
1041,26/07/2020,27/07/2020,Kern County,KRN,66.15605,401194.1094,4069.537767,2020
1042,30/07/2020,30/07/2020,Kern County,KRN,233.0561,1413545.836,7205.225392,2020
1043,04/08/2020,05/08/2020,Kern County,KRN,11.50082,70018.61719,1757.170789,2020
1044,05/08/2020,06/08/2020,Kern County,KRN,38.07296,230876.0781,2953.056531,2020
1045,17/06/2020,17/06/2020,Central CA District - BLM,CND,421.4699,2545329.93,8257.52921,2020
1046,14/08/2020,14/08/2020,Kern County,KRN,90.52191,555702.6992,3524.333234,2020
1047,16/08/2020,17/08/2020,Kern County,KRN,19.94945,120367.2109,1994.094611,2020
1048,29/08/2020,29/08/2020,Kern County,KRN,44.59859,273941.7656,2299.939726,2020
1049,09/09/2020,09/09/2020,Kern County,KRN,34.71796,210541.8242,2535.847867,2020
1050,19/09/2020,19/09/2020,Kern County,KRN,10.84567,66796.20313,1328.693797,2020
1051,18/10/2020,19/10/2020,Kern County,KRN,52.84681,320521.6797,3232.548108,2020
1052,02/12/2020,03/12/2020,Kern County,KRN,22.27073,134343.5703,2196.957677,2020
1053,03/08/2020,03/08/2020,Kern County,KRN,7750.637,47373861.88,46920.3382,2020
1054,07/06/2020,11/06/2020,Madera - Mariposa CAL FIRE,MMU,82.1401,530471.418,4659.651118,2020
1055,28/06/2020,01/07/2020,Madera - Mariposa CAL FIRE,MMU,2163.698,13770400.12,16695.52567,2020
1056,11/07/2020,15/07/2020,Madera - Mariposa CAL FIRE,MMU,151.5495,967344.7031,5184.749506,2020
1057,15/07/2020,17/07/2020,Madera - Mariposa CAL FIRE,MMU,48.12535,309356.2461,2971.192793,2020
1058,30/08/2020,02/09/2020,Madera - Mariposa CAL FIRE,MMU,398.4815,2538309.848,14750.30341,2020
1059,15/08/2020,15/08/2020,Shasta-Trinity National Forest,SHF,15.77986,110504.7227,2337.834049,2020
1060,25/04/2020,26/04/2020,Shasta - Trinity CAL FIRE,SHU,57.78563,406463.2305,6053.002952,2020
1061,31/05/2020,31/05/2020,Shasta - Trinity CAL FIRE,SHU,16.629,116484.6875,2867.553878,2020
1062,14/06/2020,17/06/2020,Santa Barbara County,SBC,695.4706,4167186.676,18011.62011,2020
1063,06/06/2020,06/06/2020,Santa Barbara County,SBC,28.68455,173213.0781,3330.00789,2020
1064,31/10/2020,31/10/2020,Santa Barbara County,SBC,17.29714,103688.5078,2112.363662,2020
1065,29/11/2020,01/12/2020,Santa Barbara County,SBC,12.15279,73228.81641,2428.688985,2020
1066,19/07/2020,21/07/2020,Shasta - Trinity CAL FIRE,SHU,339.4666,2374022.141,9206.192733,2020
1067,26/02/2020,26/02/2020,Shasta - Trinity CAL FIRE,SHU,13.27444,93994.49219,1973.219331,2020
1068,09/08/2020,09/08/2020,Shasta - Trinity CAL FIRE,SHU,10.29982,72441.71875,1425.501396,2020
1069,13/08/2020,13/08/2020,Shasta - Trinity CAL FIRE,SHU,15.73703,109947.4375,1828.767568,2020
1070,14/10/2020,15/10/2020,San Bernardino CAL FIRE,BDU,169.5485,1001062.055,5739.959449,2020
1071,07/05/2020,10/05/2020,Santa Barbara County,SBC,157.0178,937233.7188,5267.798345,2020
1072,28/05/2020,28/05/2020,Santa Barbara County,SBC,28.75139,173394.8477,1724.029761,2020
1073,06/06/2020,07/06/2020,Santa Barbara County,SBC,77.05924,461807.9297,3887.79851,2020
1074,31/07/2020,31/07/2020,Santa Barbara County,SBC,10.23549,61602.98438,1351.126874,2020
1075,07/09/2020,07/09/2020,Santa Barbara County,SBC,25.82244,154580.9141,1976.451964,2020
1076,23/11/2020,23/11/2020,Santa Barbara County,SBC,13.63339,82188.75,1360.382138,2020
1077,16/12/2020,16/12/2020,Santa Barbara County,SBC,18.82918,113445.0039,2217.942008,2020
1078,13/05/2020,13/05/2020,San Luis Obispo CAL FIRE,SLU,47.4296,287161.2969,3280.433226,2020
1079,10/06/2020,10/06/2020,San Luis Obispo CAL FIRE,SLU,1653.114,10073813.3,19675.84924,2020
1080,15/06/2020,20/06/2020,San Luis Obispo CAL FIRE,SLU,434.291,2636154.871,15280.53623,2020
1081,28/06/2020,28/06/2020,San Luis Obispo CAL FIRE,SLU,33.05524,203234.3711,3411.537511,2020
1082,04/07/2020,04/07/2020,San Luis Obispo CAL FIRE,SLU,567.0063,3459823.297,14090.65428,2020
1083,03/07/2020,03/07/2020,San Luis Obispo CAL FIRE,SLU,152.5866,928273.8125,4996.199946,2020
1084,16/06/2020,16/06/2020,San Luis Obispo CAL FIRE,SLU,15.23254,92896.53125,1633.05767,2020
1085,01/08/2020,01/08/2020,San Luis Obispo CAL FIRE,SLU,24.21436,148446.5703,2849.763563,2020
1086,28/07/2020,03/08/2020,San Luis Obispo CAL FIRE,SLU,2922.204,17791770.46,37572.32948,2020
1087,15/08/2020,15/08/2020,San Luis Obispo CAL FIRE,SLU,64.87589,392548.4063,3325.652852,2020
1088,12/08/2020,12/08/2020,San Luis Obispo CAL FIRE,SLU,184.9174,1126390.402,4863.026813,2020
1089,12/06/2020,12/06/2020,San Luis Obispo CAL FIRE,SLU,157.1149,958376.8047,5750.035587,2020
1090,01/08/2020,09/08/2020,San Luis Obispo CAL FIRE,SLU,1962.329,11977219.27,27175.70695,2020
1091,07/12/2020,07/12/2020,San Luis Obispo CAL FIRE,SLU,22.70941,137253.6133,2046.486098,2020
1092,10/06/2020,10/06/2020,San Luis Obispo CAL FIRE,SLU,18.42477,112122.3477,1440.234946,2020
1093,05/07/2020,05/07/2020,San Luis Obispo CAL FIRE,SLU,33.28214,203983.5859,2251.941808,2020
1094,04/08/2020,05/08/2020,San Luis Obispo CAL FIRE,SLU,323.1761,1991152.844,10759.2126,2020
1095,15/08/2020,15/08/2020,San Luis Obispo CAL FIRE,SLU,20.435,125110.832,1838.694102,2020
1096,15/08/2020,18/08/2020,San Luis Obispo CAL FIRE,SLU,322.3367,1972454.324,6142.230578,2020
1097,25/08/2020,25/08/2020,San Luis Obispo CAL FIRE,SLU,53.15897,324301.125,2960.151717,2020
1098,27/09/2020,13/10/2020,Shasta - Trinity CAL FIRE,SHU,56338.05,393993433.3,190609.1699,2020
1099,25/10/2020,27/10/2020,Shasta - Trinity CAL FIRE,SHU,276.6583,1931390.746,9622.195991,2020
1100,22/06/2020,25/06/2020,Tulare CAL FIRE,TUU,1050.24,6599440.164,13592.22281,2020
1101,18/06/2020,21/06/2020,Tulare CAL FIRE,TUU,117.2348,733209.3281,5251.157509,2020
1102,19/06/2020,22/06/2020,Tulare CAL FIRE,TUU,223.8869,1381668.32,6273.755132,2020
1103,17/07/2020,18/07/2020,San Bernardino CAL FIRE,BDU,118.7805,707587.0898,5085.815638,2020
1104,12/10/2020,13/10/2020,San Bernardino CAL FIRE,BDU,47.27253,279545.1016,3559.136297,2020
1105,31/07/2020,31/07/2020,Shasta - Trinity CAL FIRE,SHU,10.81982,75886.625,1545.979983,2020
1106,25/10/2020,25/01/2021,Shasta - Trinity CAL FIRE,SHU,133.2995,933421.0508,9483.093424,2020
1107,12/06/2020,12/06/2020,Amador - El Dorado CAL FIRE,AEU,5062.198,33560841.75,31944.67194,2020
1108,09/06/2020,09/06/2020,Amador - El Dorado CAL FIRE,AEU,28.27121,188749.9883,1949.28488,2020
1109,14/09/2020,14/01/2021,Shasta - Trinity CAL FIRE,SHU,17.10545,119773.0742,2050.818243,2020
1110,29/07/2020,29/07/2020,Amador - El Dorado CAL FIRE,AEU,740.1123,4886122.641,15488.66036,2020
1111,13/08/2020,13/08/2020,Amador - El Dorado CAL FIRE,AEU,509.1472,3365238.551,10408.34868,2020
1112,23/05/2020,23/05/2020,Fresno-Kings CAL FIRE,FKU,42.87516,264731.4375,2238.833309,2020
1113,23/06/2020,23/06/2020,Fresno-Kings CAL FIRE,FKU,21.7087,137924.6289,1565.048464,2020
1114,26/04/2020,26/04/2020,Fresno-Kings CAL FIRE,FKU,31.95898,199029.6367,2149.264853,2020
1115,28/07/2020,28/07/2020,Fresno-Kings CAL FIRE,FKU,44.13896,278570.2734,3468.796414,2020
1116,15/08/2020,27/09/2020,Fresno-Kings CAL FIRE,FKU,2120.98,13134178.93,20374.51688,2020
1117,05/07/2020,05/07/2020,Fresno-Kings CAL FIRE,FKU,65.94609,416526.9648,3621.588375,2020
1118,13/07/2020,26/07/2020,Fresno-Kings CAL FIRE,FKU,29666.96,184633612.4,113981.4023,2020
1119,24/05/2020,24/05/2020,Fresno-Kings CAL FIRE,FKU,26.95898,167316.2422,1946.584466,2020
1120,23/06/2020,25/06/2020,Fresno-Kings CAL FIRE,FKU,26.59245,168936.418,2418.989114,2020
1121,30/08/2020,30/08/2020,Fresno-Kings CAL FIRE,FKU,11.4255,72166.10156,1779.664104,2020
1122,26/07/2020,26/07/2020,Fresno-Kings CAL FIRE,FKU,13.09678,82632.57422,1596.150515,2020
1123,13/08/2020,18/08/2020,Fresno-Kings CAL FIRE,FKU,20.48829,126743.3164,1688.988884,2020
1124,17/08/2020,17/08/2020,Amador - El Dorado CAL FIRE,AEU,13.25112,88455.00391,1534.422293,2020
1125,30/09/2020,30/09/2020,Amador - El Dorado CAL FIRE,AEU,46.58341,308142.9102,3134.084533,2020
1126,18/10/2020,18/10/2020,Amador - El Dorado CAL FIRE,AEU,14.42604,95882.97266,2402.690167,2020
1127,17/06/2020,17/06/2020,Amador - El Dorado CAL FIRE,AEU,88.69255,582787.0078,6146.408183,2020
1128,04/10/2020,04/10/2020,Amador - El Dorado CAL FIRE,AEU,21.81627,144216.9492,1873.866967,2020
1129,07/10/2020,07/10/2020,Monterey - San Benito CAL FIRE,BEU,24.49597,151625.8359,2109.645491,2020
1130,22/09/2020,23/09/2020,Monterey - San Benito CAL FIRE,BEU,18.3533,116118.1602,1399.693051,2020
1131,04/07/2020,05/07/2020,Monterey - San Benito CAL FIRE,BEU,10.92989,69080.47656,1436.730064,2020
1132,08/06/2020,09/06/2020,Monterey - San Benito CAL FIRE,BEU,230.3548,1424371.152,5835.150037,2020
1133,18/08/2020,06/09/2020,Monterey - San Benito CAL FIRE,BEU,6996.944,43813350.5,55600.12332,2020
1134,26/10/2020,26/10/2020,Monterey - San Benito CAL FIRE,BEU,22.66812,139948.1719,1915.848542,2020
1135,07/10/2020,08/10/2020,Monterey - San Benito CAL FIRE,BEU,32.20207,200531.3789,2582.135487,2020
1136,15/07/2020,18/07/2020,Monterey - San Benito CAL FIRE,BEU,1485.075,9360859.672,16996.49701,2020
1137,03/06/2020,04/06/2020,Monterey - San Benito CAL FIRE,BEU,43.21143,267048.3398,2652.845246,2020
1138,04/08/2020,05/08/2020,Monterey - San Benito CAL FIRE,BEU,39.91976,250837.0938,2822.623525,2020
1139,17/05/2020,17/05/2020,Monterey - San Benito CAL FIRE,BEU,21.76851,135336.3047,2165.334368,2020
1140,24/05/2020,24/05/2020,Monterey - San Benito CAL FIRE,BEU,33.09181,207268.6953,3239.205524,2020
1141,22/06/2020,23/06/2020,Monterey - San Benito CAL FIRE,BEU,338.1396,2094725.047,7785.799561,2020
1142,16/08/2020,04/09/2020,Monterey - San Benito CAL FIRE,BEU,50213.82,314948094,188233.1559,2020
1143,21/06/2020,22/06/2020,Monterey - San Benito CAL FIRE,BEU,27.80219,176097.0586,2666.986283,2020
1144,21/06/2020,22/06/2020,Monterey - San Benito CAL FIRE,BEU,51.16013,322586.0781,3336.97263,2020
1145,07/06/2020,08/06/2020,Monterey - San Benito CAL FIRE,BEU,210.5436,1313615.355,6469.821062,2020
1146,16/06/2020,20/06/2020,Monterey - San Benito CAL FIRE,BEU,895.4044,5605739.777,12797.67401,2020
1147,21/06/2020,25/06/2020,Monterey - San Benito CAL FIRE,BEU,194.558,1201839.723,6820.75933,2020
1148,17/08/2020,22/08/2020,Ventura County,VNC,2188.634,13059172.33,19186.82943,2020
1149,10/06/2020,17/06/2020,Ventura County,VNC,802.5537,4788548.145,13860.1065,2020
1150,10/06/2020,13/06/2020,Ventura County,VNC,298.9597,1778128.586,6564.640207,2020
1151,08/12/2020,11/12/2020,Ventura County,VNC,39.82645,236398.9258,2695.474566,2020
1152,28/08/2020,28/08/2020,Ventura County,VNC,16.061,95454.09766,1272.472149,2020
1153,16/08/2020,11/09/2020,Santa Clara CAL FIRE,SCU,396824.5,2545883719,634336.3388,2020
