weatherstn,ALARM_DATE,EVAP,MNPN,MXPN,PRCP,SNWD,TAVG,TMAX,TMIN,TOBS,WDMV,Fire station name,UNIT_ID,GIS_ACRES,Shape__Area,Shape__Length,YEAR_
US1CAAM0003,2013-08-03,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,10.93474,73333.5,1320.204469,2013.0
US1CAAM0003,2014-07-26,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,4239.272,28110446.18,37705.98852,2014.0
US1CAAM0003,2015-07-02,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,357.5903,2363204.539,10146.21595,2015.0
US1CAAM0003,2015-09-10,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,70846.53,465799219.2,196390.6177,2015.0
US1CAAM0003,2016-06-03,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,31.77724,209147.6367,1895.357004,2016.0
US1CAAM0003,2016-06-17,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,209.5521,1377675.723,7185.405687,2016.0
US1CAAM0003,2016-06-28,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,371.6552,2451529.309,9697.620668,2016.0
US1CAAM0003,2016-07-02,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,15.1272,99556.48828,1885.828276,2016.0
US1CAAM0003,2016-07-11,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,12.6378,83225.54688,1211.907593,2016.0
US1CAAM0003,2016-07-22,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,49.23259,328440.8672,3023.816685,2016.0
US1CAAM0003,2016-08-15,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,22.55443,148311.668,2677.923068,2016.0
US1CAAM0003,2016-08-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,18.02715,118951.0938,1787.421599,2016.0
US1CAAM0003,2016-09-11,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,40.22325,266590.6758,3523.232792,2016.0
US1CAAM0003,2017-06-17,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,22.38834,147765.3086,2056.086811,2017.0
US1CAAM0003,2017-06-24,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,10.9172,71828.87109,1860.332043,2017.0
US1CAAM0003,2017-07-26,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,1268.11,8397879.676,18568.16127,2017.0
US1CAAM0003,2017-07-26,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,138.5487,918434.7813,6010.107354,2017.0
US1CAAM0003,2017-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,237.9169,1576002.547,7147.962559,2017.0
US1CAAM0003,2017-08-07,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,72.09602,481066.1133,5013.694376,2017.0
US1CAAM0003,2017-09-17,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Amador - El Dorado CAL FIRE,AEU,130.7719,867163.2852,5255.408571,2017.0
US1CAFR0033,2020-08-15,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Fresno-Kings CAL FIRE,FKU,2120.98,13134178.93,20374.51688,2020.0
US1CAFR0033,2023-06-09,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Fresno-Kings CAL FIRE,FKU,20.1026,124507.4766,1543.886319,2023.0
US1CAHM0029,2011-07-08,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,523.9898,3638494.164,11345.10925,2011.0
US1CAHM0029,2011-08-14,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,20.65554,151426.0938,1793.159999,2011.0
US1CAHM0029,2011-11-01,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,62.84015,444364.5,2739.616284,2011.0
US1CAHM0029,2011-11-10,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,55.09675,386875.6953,3677.968098,2011.0
US1CAHM0029,2013-03-10,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,10.09579,73741.22656,1048.731373,2013.0
US1CAHM0029,2013-07-12,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,36.49929,253638.8203,2106.591607,2013.0
US1CAHM0029,2013-07-14,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,22.16579,153979.9141,2674.904487,2013.0
US1CAHM0029,2013-08-15,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,14.90101,103745.4453,1651.948124,2013.0
US1CAHM0029,2014-01-04,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,17.42052,121955.6484,1435.289257,2014.0
US1CAHM0029,2014-01-04,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,332.1736,2348724.566,11625.18584,2014.0
US1CAHM0029,2014-08-01,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,10.14866,70855.01452,945.4148612,2014.0
US1CAHM0029,2014-08-01,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,21.19531,152219.4414,2670.774088,2014.0
US1CAHM0029,2014-09-05,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,24.68149,173041.3164,2063.325711,2014.0
US1CAHM0029,2015-06-09,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,26.9475,192485.3828,1644.412735,2015.0
US1CAHM0029,2015-07-25,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,159.3774,1145889.824,12818.04503,2015.0
US1CAHM0029,2015-07-28,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,15.85715,109743.2383,1850.055085,2015.0
US1CAHM0029,2015-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,1773.247,12343897.11,19537.7185,2015.0
US1CAHM0029,2015-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,202.7018,1409107.871,6993.328623,2015.0
US1CAHM0029,2015-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,283.831,1974786.797,7082.753023,2015.0
US1CAHM0029,2015-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,787.353,5470954.957,12196.08067,2015.0
US1CAHM0029,2015-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,1403.444,9742917.191,16924.28871,2015.0
US1CAHM0029,2015-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,147.2519,1022303.43,4218.601473,2015.0
US1CAHM0029,2015-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,283.2199,1968730.211,7774.372775,2015.0
US1CAHM0029,2015-08-18,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,145.9043,1010851.988,7236.400232,2015.0
US1CAHM0029,2016-08-03,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,22.94097,164603.1641,1979.533683,2016.0
US1CAHM0029,2016-08-03,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,7.84517,54552.30078,1215.205406,2016.0
US1CAHM0029,2016-08-13,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,20.42371,145258.8086,1682.510577,2016.0
US1CAHM0029,2016-08-14,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,24.02523,168134.8906,3024.842177,2016.0
US1CAHM0029,2016-08-22,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,607.4457,4357405.652,17441.36745,2016.0
US1CAHM0029,2017-03-08,70.49,173.74,309.31,30.0,0.0,256.51,345.9,152.43,245.05,58.46,Humboldt - Del Norte CAL FIRE,HUU,33.345,232159.9766,2461.048132,2017.0
US1CAHM0029,2017-03-08,70.49,173.74,309.31,30.0,0.0,256.51,345.9,152.43,245.05,58.46,Humboldt - Del Norte CAL FIRE,HUU,53.36273,369685.2656,4117.231962,2017.0
US1CAHM0029,2017-06-26,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,11.31573,82812.61719,1842.401019,2017.0
US1CAHM0029,2017-08-10,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,10.70095,75368.28906,1049.584299,2017.0
US1CAHM0029,2017-08-10,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,12.3151,87285.63281,1797.121895,2017.0
US1CAHM0029,2017-08-31,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,33.77041,233388.7383,2418.984038,2017.0
US1CAHM0029,2018-02-11,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,13.00193,90452.02344,2727.915159,2018.0
US1CAHM0029,2018-07-15,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,15.26755,109649.7656,2241.345976,2018.0
US1CAHM0029,2018-08-20,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,7.95544,55323.88672,1423.756895,2018.0
US1CAHM0029,2020-02-15,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,10.47374,73476.59375,1526.389401,2020.0
US1CAHM0029,2020-10-23,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,101.4003,711099.6328,3753.852905,2020.0
US1CAHM0029,2020-12-24,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,11.07413,77436.85156,1825.22881,2020.0
US1CAHM0029,2021-07-06,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,16.39773,113554.9258,1504.078138,2021.0
US1CAHM0029,2021-07-23,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,25.31992,174727.1523,1928.953196,2021.0
US1CAHM0029,2021-09-25,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,19.0184,131720.2734,2146.130389,2021.0
US1CAHM0029,2022-08-29,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,28.42003,204958.1563,2548.34874,2022.0
US1CAHM0029,2022-08-29,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,26.31805,189830.9336,2197.942426,2022.0
US1CAHM0029,2022-09-04,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,17.09855,118595.9805,1704.679967,2022.0
US1CAHM0029,2022-10-20,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,21.17796,146996.1719,2062.324927,2022.0
US1CAHM0029,2023-08-08,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Humboldt - Del Norte CAL FIRE,HUU,12.89246,92530.39844,1441.227204,2023.0
US1CAHM0029,2023-08-15,84.12,185.0,342.25,5.0,0.0,261.82,333.23,200.71,216.82,57.54,Humboldt - Del Norte CAL FIRE,HUU,1055.172,7430767.449,19672.84572,2023.0
US1CALK0018,2021-04-17,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.20866,8055.453125,389.7807375,2021.0
US1CALK0018,2021-04-18,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.056455,7094.75,391.3540875,2021.0
US1CALK0018,2021-04-20,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,2.227886,14745.20313,521.1592674,2021.0
US1CALK0018,2021-04-28,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,62.66148,416141.9336,2981.475997,2021.0
US1CALK0018,2021-04-28,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,8.720953,58736.39844,1454.226318,2021.0
US1CALK0018,2021-04-29,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.552339,10328.99219,462.6340484,2021.0
US1CALK0018,2021-04-29,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,58.34655,390167.832,2873.109103,2021.0
US1CALK0018,2021-05-08,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,2.854398,19001.35938,638.5582904,2021.0
US1CALK0018,2021-05-08,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,55.25064,361697.5352,3198.162964,2021.0
US1CALK0018,2021-05-08,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,8.655844,58145.94141,1538.644948,2021.0
US1CALK0018,2021-05-16,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,20.24225,134086.8906,1689.146471,2021.0
US1CALK0018,2021-05-26,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,2.58838,17132.08203,540.4750705,2021.0
US1CALK0018,2021-05-26,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,8.765407,57675.94531,1159.548581,2021.0
US1CALK0018,2021-05-29,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,6.082049,40184.58594,1055.994916,2021.0
US1CALK0018,2021-06-07,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.75886,11575.72656,489.9099888,2021.0
US1CALK0018,2021-06-09,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,18.52191,123894.0703,1364.235275,2021.0
US1CALK0018,2021-06-13,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,7.733727,51569.26953,880.1330076,2021.0
US1CALK0018,2021-06-14,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,2.842491,18991.38281,555.3291773,2021.0
US1CALK0018,2021-06-23,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,4.769748,31392.32813,769.1524617,2021.0
US1CALK0018,2021-07-03,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,5.558945,37438.71094,787.935723,2021.0
US1CALK0018,2021-07-07,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,6.612106,43608.45313,1151.747327,2021.0
US1CALK0018,2021-07-09,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.90975,12644.34375,467.6411589,2021.0
US1CALK0018,2021-07-18,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,2.714847,17912.99609,595.9980963,2021.0
US1CALK0018,2021-07-20,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,29.98372,197580.6758,2232.545408,2021.0
US1CALK0018,2021-07-30,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,4.771153,31877.6875,1058.486029,2021.0
US1CALK0018,2021-08-01,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,3.695564,24640.68359,937.8176019,2021.0
US1CALK0018,2021-08-02,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.37785,9251.789063,417.9256317,2021.0
US1CALK0018,2021-08-03,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,10.85849,72149.05859,1196.395819,2021.0
US1CALK0018,2021-08-07,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,6.29127,42376.30469,926.6712534,2021.0
US1CALK0018,2021-08-13,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,25.11647,165056.8008,1627.57632,2021.0
US1CALK0018,2021-08-17,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.08848,7141.320313,528.1533265,2021.0
US1CALK0018,2021-08-22,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.039344,6912.84375,466.035335,2021.0
US1CALK0018,2021-08-26,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,6.763107,45186.42578,818.171835,2021.0
US1CALK0018,2021-08-29,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,1.284499,8543.523438,362.969167,2021.0
US1CALK0018,2021-10-11,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,137.1334,899414.3086,5250.501641,2021.0
US1CALK0018,2022-03-01,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,18.43938,121889.8281,1543.84472,2022.0
US1CALK0018,2022-05-31,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,375.9125,2479537.953,9589.115079,2022.0
US1CALK0018,2022-06-27,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,63.26585,416540.9336,2972.318543,2022.0
US1CALK0018,2022-07-17,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Sonoma - Lake - Napa CAL FIRE,LNU,0.7762036,5163.34375,291.0611975,2022.0
US1CALK0018,2023-06-16,67.07,156.32,299.17,0.0,0.0,238.61,329.16,170.31,199.33,59.39,Sonoma - Lake - Napa CAL FIRE,LNU,97.11945,646290.5742,4809.994658,2023.0
US1CAMD0033,2019-07-27,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,110.7408,760638.8828,5874.255927,2019.0
US1CAMD0033,2019-10-27,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,703.3557,4751970.492,12881.27831,2019.0
US1CAMD0033,2020-06-09,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,150.4945,1007057.359,5675.645916,2020.0
US1CAMD0033,2020-08-10,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,158.8692,1091466.074,5106.029786,2020.0
US1CAMD0033,2020-08-18,82.1,182.23,341.41,3.0,0.0,262.03,335.01,199.45,211.65,61.03,Mendocino CAL FIRE,MEU,834.2442,5727850.402,12821.81315,2020.0
US1CAMD0033,2020-08-18,82.1,182.23,341.41,3.0,0.0,262.03,335.01,199.45,211.65,61.03,Mendocino CAL FIRE,MEU,65.00854,439629.1055,2611.286609,2020.0
US1CAMD0033,2020-09-07,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,1146.466,7799786.219,18184.11758,2020.0
US1CAMD0033,2021-04-18,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,191.6513,1287947.625,11247.11277,2021.0
US1CAMD0033,2021-05-21,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,18.17299,123207.0273,2539.833688,2021.0
US1CAMD0033,2021-06-21,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,23.05541,155760.0156,2163.52317,2021.0
US1CAMD0033,2021-07-07,84.12,185.0,342.25,5.0,0.0,261.82,333.23,200.71,216.82,57.54,Mendocino CAL FIRE,MEU,69.5676,470225.4297,4839.666417,2021.0
US1CAMD0033,2021-09-12,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,253.9064,1714855.902,7163.090273,2021.0
US1CAMD0033,2022-05-20,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,34.01559,227421.6797,2672.050103,2022.0
US1CAMD0033,2022-07-05,70.51,178.97,312.86,18.0,0.0,261.09,337.67,165.16,256.3,58.33,Mendocino CAL FIRE,MEU,16.68011,114579.2891,2118.489174,2022.0
US1CAMD0033,2022-07-17,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,42.91696,295281.668,2944.754508,2022.0
US1CAMD0033,2022-07-19,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,16.55005,111257.6406,2095.723681,2022.0
US1CAMD0033,2022-09-01,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,123.3361,836150.6836,6584.836915,2022.0
US1CAMD0033,2023-08-15,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,56.87772,392924.7188,3555.765061,2023.0
US1CAMD0033,2023-08-29,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,0.46,3168.898438,219.2832881,2023.0
US1CAMD0033,2023-10-20,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Mendocino CAL FIRE,MEU,0.14,1003.761719,123.1301504,2023.0
US1CAMR0002,2008-10-13,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Marin County,MRN,302.9909,1970350.242,7026.980024,2008.0
US1CAMR0002,2012-06-14,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Marin County,MRN,13.64399,88848.45703,1214.114617,2012.0
US1CAMR0002,2012-08-08,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Marin County,MRN,95.17421,624249.4219,4249.601091,2012.0
US1CAMR0002,2012-08-21,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Marin County,MRN,29.55169,194423.3945,2833.663529,2012.0
US1CAMR0002,2016-07-15,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Marin County,MRN,0.6960087,4559.117188,540.5607561,2016.0
US1CAMR0002,2020-08-16,69.44,164.77,306.56,36.0,0.0,254.3,346.36,160.66,218.12,58.4,Marin County,MRN,16.94518,110702.9922,2153.502821,2020.0
US1CASD0026,2009-03-02,67.41,156.03,292.73,0.0,0.0,235.09,350.96,170.29,178.64,55.06,Riverside CAL FIRE,RRU,67.66906,394697.8516,2412.958371,2009.0
