_id,ALARM_DATE,CONT_DATE,UNIT_ID,GIS_ACRES,Shape__Area,Shape__Length,YEAR_
1772,04/09/2019,15/01/2020,PNF,54614.9,378027378.7,271202.7941,2019
1773,21/11/2019,06/12/2019,PNF,73.55267,508493.2813,4212.406703,2019
1774,18/08/2019,25/08/2019,SRF,21.87162,152470.7969,2174.9868,2019
1775,10/10/2019,10/12/2019,ENF,3441.766,22905082.18,39373.86031,2019
1776,30/10/2019,02/11/2019,RRU,435.9512,2574850.004,13866.28773,2019
1777,22/07/2019,01/08/2019,SNF,36.58765,235726.6758,2730.829712,2019
1778,24/10/2019,31/10/2019,LAC,4581.739,27336078.7,59174.7201,2019
1779,14/08/2019,27/11/2019,LNP,36.58359,256263.1016,3036.822137,2019
1780,24/10/2019,26/10/2019,GNP,55.84444,363349.7109,3250.823141,2019
1781,09/06/2019,09/06/2019,,1.006725,5985.838425,274.2631293,2019
1782,13/08/2019,13/08/2019,,1.816222,10741.19531,689.1679795,2019
1783,30/08/2019,30/08/2019,,17.72473,104740.8242,1587.264952,2019
1784,10/10/2019,14/10/2019,SMP,80.3277,475817.9336,3685.386744,2019
1785,,,MNP,66.58718,405174.0781,4777.042672,2019
1786,10/10/2019,31/10/2019,LDF,8799.325,52335530.8,86547.40783,2019
1787,21/10/2019,21/10/2019,LDF,45.09488,266559.3203,2935.433261,2019
1788,28/10/2019,05/11/2019,LDF,552.6332,3269037.859,21590.34895,2019
1789,28/10/2019,28/10/2019,,10.82971,64149.79688,1654.937448,2019
1790,30/10/2019,30/10/2019,LAC,5.9004,34952.75,963.0710188,2019
1791,09/11/2019,10/11/2019,LDF,72.63429,430190.9648,5393.349379,2019
1792,25/11/2019,14/12/2019,LPF,2597.293,15508726.17,58908.29672,2019
1793,11/10/2019,12/10/2019,TNR,31.12859,178311.8203,2528.121674,2019
1794,27/06/2019,27/06/2019,PLR,104.9992,649067.7578,5377.074084,2019
1795,07/05/2019,09/05/2019,KRR,3283.456,20195636.42,29450.82267,2019
1796,21/07/2019,21/07/2019,LUR,158.8546,1016954.617,4567.63612,2019
1797,02/06/2019,02/06/2019,FWR,0.548332,3533.003906,360.1657213,2019
1798,17/10/2019,17/10/2019,SPR,1.98405,13002.17578,1382.620412,2019
1799,05/08/2019,06/08/2019,DLR,1.919023,12986.00391,427.2093643,2019
1800,02/07/2019,02/07/2019,SRR,4.376543,29713.96875,1199.419814,2019
1801,17/07/2019,19/07/2019,MDR,34.12664,245977.1914,2345.823387,2019
1802,28/07/2019,16/09/2019,MDF,14142.41,103073147.2,79831.983,2019
1803,17/07/2018,17/07/2018,SBC,19.23786,115487.9805,2202.784172,2018
1804,20/05/2018,22/05/2018,SBC,189.5374,1144194.539,5519.220123,2018
1805,12/06/2018,12/06/2018,AEU,63.63537,418324.668,4445.309836,2018
1806,29/06/2018,29/06/2018,AEU,50.66001,336044.6289,2748.425334,2018
1807,04/07/2018,04/07/2018,AEU,315.9945,2093722.605,8973.935284,2018
1808,08/06/2018,08/06/2018,AEU,13.11449,86776.375,1385.263894,2018
1809,06/07/2018,10/07/2018,AEU,824.9778,5446687.156,16097.77735,2018
1810,01/08/2018,03/08/2018,AEU,66.73654,443317.9258,3477.059243,2018
1811,01/08/2018,02/08/2018,AEU,66.69245,445327.4219,4037.875548,2018
1812,20/09/2018,22/09/2018,AEU,10.13181,67497.76172,1208.160393,2018
1813,04/09/2018,07/09/2018,AEU,134.9016,904111.1953,4142.717146,2018
1814,02/08/2018,05/08/2018,AEU,197.5548,1317659.898,5604.483991,2018
1815,19/04/2018,23/04/2018,BDU,1253.925,7904706.434,24309.43558,2018
1816,18/02/2018,25/02/2018,BDU,2075.696,13337374.89,46746.64992,2018
1817,12/07/2018,07/09/2018,BTU,954.6071,6548695.926,12410.24455,2018
1818,30/10/2018,12/11/2018,BTU,450.773,3055275.738,12755.17845,2018
1819,08/11/2018,26/11/2018,BTU,153335.6,1051100904,405925.6301,2018
1820,03/11/2018,09/11/2018,CZU,15.64786,99500.45313,1559.651889,2018
1821,16/11/2018,16/11/2018,CZU,9.018476,57534.57813,1395.07488,2018
1822,30/08/2018,30/08/2018,FKU,1.009718,6384.296875,334.9219172,2018
1823,27/06/2018,29/06/2018,FKU,78.95502,497952.4102,3434.587079,2018
1824,12/04/2018,12/04/2018,FKU,49.1616,303535.8633,2461.631191,2018
1825,26/05/2018,27/05/2018,FKU,108.4346,684996.4531,5476.16804,2018
1826,02/06/2018,02/06/2018,FKU,12.29649,76386.67969,1854.269039,2018
1827,11/06/2018,11/06/2018,FKU,11.74929,72918.36328,1483.804986,2018
1828,04/06/2018,04/06/2018,FKU,3.986457,24772.48438,640.204304,2018
1829,03/06/2018,03/06/2018,FKU,9.833247,62619.61328,1410.576644,2018
1830,30/05/2018,01/06/2018,FKU,4.022202,25478.16406,773.3161436,2018
1831,30/05/2018,30/05/2018,FKU,10.21674,64752.58203,1704.846455,2018
1832,18/06/2018,19/06/2018,FKU,10.56412,67108.875,1161.193477,2018
1833,12/06/2018,12/06/2018,FKU,24.16482,149161.3867,1997.896927,2018
1834,24/10/2018,24/10/2018,FKU,14.02408,88515.88672,1363.795145,2018
1835,04/07/2018,04/07/2018,FKU,8.838486,55088.11719,1146.784309,2018
1836,04/11/2018,07/11/2018,FKU,41.26192,263393.5938,2156.810776,2018
1837,15/07/2018,18/07/2018,LMU,57.03822,404834.8438,3140.73983,2018
1838,15/07/2018,20/07/2018,LMU,9.685986,68897.52344,1349.115558,2018
1839,15/07/2018,21/07/2018,LMU,76.45523,543015.5859,3225.826242,2018
1840,15/07/2018,22/07/2018,LMU,30.36902,216331.8711,2640.10723,2018
1841,22/09/2018,28/09/2018,LMU,52.65708,367390.168,5004.838302,2018
1842,27/06/2018,29/06/2018,LMU,431.5368,3007844.719,11098.88207,2018
1843,04/09/2018,08/09/2018,LMU,13.49836,94289.54297,1297.996771,2018
1844,07/07/2018,07/07/2018,LMU,13.88662,98243.23438,1660.804589,2018
1845,14/07/2018,19/07/2018,LMU,15.42562,109251.7813,1758.23003,2018
1846,15/06/2018,15/06/2018,MMU,4564.095,29328572.32,43900.32346,2018
1847,22/09/2018,29/09/2018,MMU,359.3124,2308491.441,12105.54338,2018
1848,02/05/2018,02/05/2018,MMU,1739.069,11010119.08,21616.18591,2018
1849,04/06/2018,07/06/2018,MMU,432.8582,2758967.746,6690.0598,2018
1850,15/06/2018,16/06/2018,MMU,52.851,340216.4531,4580.373513,2018
1851,18/06/2018,20/06/2018,MMU,124.7975,807963.5039,4410.727022,2018
1852,04/08/2018,07/08/2018,MMU,22.00858,142559.0586,1794.97587,2018
1853,29/06/2018,03/07/2018,NEU,30.20745,201932.9063,2443.246659,2018
1854,01/07/2018,02/07/2018,NEU,4.857596,32500.01953,723.7429194,2018
1855,01/07/2018,06/07/2018,NEU,22.57155,152028.7109,1650.86581,2018
1856,03/07/2018,04/07/2018,NEU,19.92144,132679.2148,2555.292617,2018
1857,29/06/2018,30/06/2018,NEU,22.12473,148781.0508,2364.394802,2018
1858,18/07/2018,18/07/2018,NEU,12.74557,85517.96875,1476.531529,2018
1859,01/08/2018,03/08/2018,NEU,692.5414,4625605.754,11133.88414,2018
1860,06/06/2018,06/06/2018,NEU,77.71261,518298.3477,6451.84168,2018
1861,06/08/2018,08/08/2018,NEU,62.26523,414874.5352,3013.091801,2018
1862,31/07/2018,02/08/2018,NEU,1237.57,8349873.215,15915.51469,2018
1863,13/11/2018,13/11/2018,NEU,40.30326,271876.9531,2557.597331,2018
1864,25/09/2018,25/09/2018,NEU,25.00915,168564.0313,2888.656861,2018
1865,12/08/2018,12/08/2018,NEU,8.581826,57755.375,1089.059366,2018
1866,30/06/2018,02/07/2018,NEU,4.950163,33093.13281,860.0189465,2018
1867,29/06/2018,30/06/2018,SCU,70.0204,452773.3828,3025.456844,2018
1868,22/07/2018,25/10/2018,SCU,321.4045,2068501.277,8902.507476,2018
1869,09/07/2018,09/07/2018,SCU,632.3281,4098350.398,14280.77509,2018
1870,26/07/2018,04/08/2018,SCU,247.0501,1607807.676,6955.595625,2018
1871,28/09/2018,28/09/2018,SHU,60.24594,423486.3945,3336.116426,2018
1872,09/08/2018,12/08/2018,SHU,1769.335,12582511.42,26619.42536,2018
1873,28/06/2018,30/06/2018,SHU,129.755,911141.9531,5546.404376,2018
1874,23/06/2018,23/06/2018,SHU,336.7269,2360145.383,8754.321559,2018
1875,19/08/2018,19/08/2019,SHU,154.5624,1078021.816,4874.892924,2018
1876,24/07/2018,24/07/2018,SHU,60.4863,427920.543,2508.333178,2018
1877,23/07/2018,01/09/2018,SHU,229651.4,1618694608,515058.5177,2018
1878,24/06/2018,26/06/2018,SHU,71.65475,502088.6523,3719.102483,2018
1879,24/06/2018,24/06/2018,SHU,7.635206,53506.91016,1091.665439,2018
1880,24/06/2018,27/06/2018,SHU,1220.089,8544856.316,16247.26785,2018
1881,24/06/2018,27/06/2018,SHU,386.1122,2701380.27,10610.6177,2018
1882,28/07/2018,28/07/2018,SHU,94.28287,669665.5547,3927.787477,2018
1883,08/10/2018,08/10/2018,TGU,3866.888,26876415.97,32881.68238,2018
1884,05/11/2018,05/11/2018,TGU,55.53146,387169.8945,3442.602012,2018
1885,09/06/2018,09/06/2018,TGU,2725.726,18778663.23,32005.65068,2018
1886,09/07/2018,09/07/2018,TGU,722.3575,5034202.855,11164.1273,2018
1887,24/06/2018,24/06/2018,TGU,258.6872,1795252.008,8540.423456,2018
1888,28/05/2018,28/05/2018,TGU,76.9834,525919.4453,4251.024121,2018
1889,09/06/2018,09/06/2018,TGU,2259.095,15427988.45,20270.68861,2018
1890,14/07/2018,14/07/2018,TGU,29.66777,204883.1133,2129.59363,2018
1891,18/05/2018,18/05/2018,TGU,107.0562,745936.668,4703.768125,2018
1892,15/08/2018,18/08/2018,TUU,496.1956,3058383.785,9785.7776,2018
1893,15/07/2018,16/07/2018,HUU,15.26755,109649.7656,2241.345976,2018
1894,11/02/2018,11/02/2018,HUU,13.00193,90452.02344,2727.915159,2018
1895,20/08/2018,20/08/2018,HUU,7.95544,55323.88672,1423.756895,2018
1896,08/02/2018,08/02/2018,MVU,12.29894,70260.00391,2364.56007,2018
1897,20/07/2018,20/07/2018,MVU,11.99425,69274.57422,2287.243579,2018
1898,06/08/2018,06/08/2018,MVU,13.91525,80389.12109,1305.410729,2018
1899,05/06/2018,06/06/2018,MVU,12.10395,70484.22266,1577.450391,2018
1900,28/07/2018,02/08/2018,MVU,206.2568,1201319.156,8105.120958,2018
1901,06/06/2018,10/06/2018,MVU,248.3807,1421980.113,7500.284151,2018
1902,17/07/2018,17/07/2018,MVU,28.34346,161916.6563,1971.284179,2018
1903,22/05/2018,24/05/2018,MVU,59.08208,343675.7656,4014.796288,2018
1904,11/06/2018,12/06/2018,MVU,11.04537,63280.8125,1826.772779,2018
1905,06/07/2018,07/07/2018,MVU,10.41985,59609.19531,1679.901114,2018
1906,06/07/2018,09/07/2018,SBC,118.0118,704218.1406,10353.10749,2018
1907,18/07/2018,19/07/2018,SBC,77.55305,463482.1484,5134.494045,2018
1908,20/07/2018,23/07/2018,SBC,90.147,540224.4063,5155.645384,2018
1909,17/05/2018,17/05/2018,SBC,59.46514,356321.7031,2910.197952,2018
1910,03/06/2018,03/06/2018,BEU,35.76863,226369.7305,2097.187327,2018
1911,04/06/2018,12/06/2018,BEU,528.1719,3303472.273,13282.73348,2018
1912,04/06/2018,06/06/2018,BEU,266.1002,1676306.293,10190.34729,2018
1913,12/06/2018,18/06/2018,BEU,194.3561,1215760.625,7853.897966,2018
1914,25/07/2018,25/07/2018,BEU,38.78732,245176.1367,2640.724947,2018
1915,06/08/2018,07/08/2018,BEU,2222.979,13708617.6,18592.60323,2018
1916,11/08/2018,11/08/2018,BEU,683.0506,4233010.238,9651.017531,2018
1917,01/09/2018,02/09/2018,BEU,59.66168,377393.8594,5109.033879,2018
1918,13/09/2018,15/09/2018,BEU,411.9871,2576049.055,13613.5145,2018
1919,17/02/2018,17/02/2018,BEU,15.67677,99101.54688,1494.247799,2018
1920,24/06/2018,27/06/2018,BEU,10.36754,64562.52734,1159.161523,2018
1921,19/06/2018,19/06/2018,BEU,12.85658,79245.59766,1238.301783,2018
1922,13/10/2018,13/10/2018,BEU,171.9416,1069945.547,5147.884613,2018
1923,11/07/2018,15/07/2018,BEU,213.3461,1343992.359,11939.20239,2018
1924,12/07/2018,15/07/2018,BEU,110.1655,692316.7422,4542.239907,2018
1925,25/06/2018,26/06/2018,BEU,287.0119,1777957.855,6390.56031,2018
1926,16/11/2018,16/11/2018,VNC,1.401421,8343.300781,348.0682168,2018
1927,02/07/2018,02/07/2018,VNC,0.663654,3942.519531,1330.977185,2018
1928,23/07/2018,23/07/2018,VNC,0.007144618,42.34375,24.9338855,2018
1929,31/10/2018,01/11/2018,VNC,0.2020703,1202.476563,130.657423,2018
1930,31/01/2018,31/01/2018,VNC,0.02883826,171.1796875,48.44132077,2018
1931,14/04/2018,14/04/2018,VNC,0.3926331,2329.339844,178.6112652,2018
1932,04/08/2018,04/08/2018,VNC,0.05268874,312.9882813,108.9995187,2018
1933,16/11/2018,16/11/2018,VNC,0.03789303,225.1484375,55.39009556,2018
1934,28/01/2018,29/01/2018,VNC,1.48225,8778.25,467.148449,2018
1935,13/07/2018,13/07/2018,VNC,0.1295556,770.0390625,103.8504993,2018
1936,22/10/2018,22/10/2018,VNC,0.3801489,2261.757813,214.3684396,2018
1937,28/01/2018,29/01/2018,VNC,0.7208683,4269.351563,259.0280732,2018
1938,30/06/2018,30/06/2018,VNC,0.521827,3101.925781,265.0024804,2018
1939,31/01/2018,31/01/2018,VNC,0.002820561,16.765625,15.04478712,2018
1940,04/06/2018,04/06/2018,VNC,1.533825,9137.195313,425.9604782,2018
1941,29/01/2018,29/01/2018,VNC,0.001796366,10.66796875,11.88482119,2018
1942,12/06/2018,12/06/2018,VNC,2.010384,11921.71875,608.1354964,2018
1943,26/09/2018,26/09/2018,VNC,6.311197,37508.44531,1511.150082,2018
1944,25/02/2018,25/02/2018,VNC,0.2079522,1236.152344,140.2563549,2018
1945,18/09/2018,18/09/2018,VNC,0.003499902,20.83203125,19.832049,2018
1946,07/05/2018,07/05/2018,VNC,0.3439097,2042.828125,385.7995418,2018
1947,08/11/2018,08/11/2018,VNC,0.6135216,3639.125,218.1750037,2018
1948,19/06/2018,19/06/2018,VNC,0.3048694,1805.421875,237.1634056,2018
1949,20/01/2018,20/01/2018,VNC,0.6356196,3773.546875,225.019149,2018
1950,25/08/2018,25/08/2018,VNC,0.07621309,451.9023438,84.0478439,2018
1951,16/06/2018,16/06/2018,VNC,0.8802599,5229.917969,337.1813137,2018
1952,06/07/2018,06/07/2018,VNC,0.01594587,94.8828125,35.75462847,2018
1953,16/10/2018,16/10/2018,VNC,0.06417423,381.4101563,89.83568427,2018
1954,12/11/2018,14/11/2018,VNC,182.1956,1082270.969,7124.015637,2018
1955,27/06/2018,28/06/2018,VNC,27.95707,166018.2734,2475.359638,2018
1956,30/06/2018,30/06/2018,VNC,0.1293269,767.671875,103.588511,2018
1957,15/11/2018,16/11/2018,VNC,154.4603,918161.1992,5060.575711,2018
1958,28/01/2018,28/01/2018,VNC,0.766014,4552.765625,247.5953685,2018
1959,18/09/2018,18/09/2018,VNC,60.45642,359448.7227,2678.19165,2018
1960,12/06/2018,12/06/2018,VNC,1.850803,11020,429.9838071,2018
1961,03/01/2018,03/01/2018,VNC,0.03201193,190.234375,53.13506409,2018
1962,02/07/2018,02/07/2018,VNC,0.2560846,1520.066406,159.4179311,2018
1963,15/02/2018,15/02/2018,VNC,0.1679282,1000.285156,142.8703054,2018
1964,15/07/2018,15/07/2018,VNC,0.001514838,8.96875,11.00426013,2018
1965,08/11/2018,08/11/2018,VNC,0.2200132,1307.3125,150.9773755,2018
1966,12/11/2018,13/11/2018,VNC,10.07955,59764.12109,1568.163808,2018
1967,06/07/2018,06/07/2018,VNC,0.1705595,1014.898438,124.2336404,2018
1968,01/08/2018,01/08/2018,VNC,9.722479,57816.24609,1328.158567,2018
1969,29/06/2018,30/06/2018,VNC,7.0504,41849.58203,1354.343207,2018
1970,12/06/2018,12/06/2018,VNC,7.057304,42011.05859,1164.156055,2018
1971,19/10/2018,19/10/2018,VNC,5.842196,34761.73828,928.5863068,2018
1972,28/06/2018,28/06/2018,VNC,0.0939797,560.4648438,117.0631837,2018
1973,30/07/2018,30/07/2018,VNC,0.2936715,1752.238281,259.9302379,2018
1974,07/02/2018,07/02/2018,VNC,0.2350992,1400.914063,151.2154105,2018
1975,16/07/2018,16/07/2018,VNC,0.5226448,3118.191406,232.3855933,2018
1976,12/08/2018,13/08/2018,VNC,15.85888,94576.97266,1858.485503,2018
1977,14/06/2018,14/06/2018,VNC,0.7231185,4312.632813,248.1424041,2018
1978,30/07/2018,30/07/2018,VNC,0.002526514,15.06640625,14.07264127,2018
1979,21/07/2018,21/07/2018,VNC,1.527544,9112.71875,461.112039,2018
1980,22/12/2017,22/12/2017,VNC,0.3788415,2253.476563,221.1435717,2018
1981,08/11/2018,22/11/2018,VNC,4310.055,25567604.08,46113.6566,2018
1982,21/12/2017,21/12/2017,VNC,0.01809152,107.640625,39.374425,2018
1983,14/12/2018,14/12/2018,VNC,0.009721164,57.76171875,30.47280642,2018
1984,08/07/2018,08/07/2018,VNC,0.1438642,858.65625,123.3428624,2018
1985,03/08/2018,04/08/2018,KRN,3516.185,21457138.83,28431.02072,2018
1986,31/05/2018,31/05/2018,KRN,0.4558595,2801.511719,264.1837143,2018
1987,14/02/2018,14/02/2018,KRN,0.5393313,3298.570313,246.5845047,2018
1988,16/08/2018,17/08/2018,KRN,111.3694,682778.5352,4610.244221,2018
1989,08/07/2018,09/07/2018,KRN,45.50365,274105.6641,3366.941602,2018
1990,28/05/2018,28/05/2018,KRN,1.762257,10729.01953,597.9842358,2018
1991,12/09/2018,14/09/2018,KRN,201.6082,1235116.988,6145.703688,2018
1992,10/04/2018,10/04/2018,KRN,4.71712,28880.41406,1332.914996,2018
1993,29/07/2018,29/07/2018,KRN,2.932689,17942.44531,547.7274997,2018
1994,11/09/2018,11/09/2018,KRN,2.366473,14472.73047,604.2970887,2018
1995,30/08/2018,30/08/2018,KRN,1.119159,6804.246094,651.8831721,2018
1996,08/06/2018,08/06/2018,KRN,29.90837,182452.8398,2006.430608,2018
1997,30/03/2018,30/03/2018,KRN,0.2215543,1359.707031,154.9916892,2018
1998,05/05/2018,05/05/2018,KRN,13.65057,84063.82813,1290.199826,2018
1999,20/08/2018,20/08/2018,KRN,2.230697,13722.77734,736.7799316,2018
2000,04/08/2018,04/08/2018,KRN,17.67473,108406.7773,1436.407393,2018
2001,31/05/2018,31/05/2018,KRN,1.946541,11755.98438,524.0076847,2018
2002,18/06/2018,18/06/2018,KRN,2.075565,12767.71484,646.237803,2018
2003,06/06/2018,06/06/2018,KRN,19.21136,116674.3086,1414.911794,2018
2004,09/09/2018,12/09/2018,TCU,14.5872,95533.83203,1482.612768,2018
2005,15/10/2018,26/10/2018,TCU,9.709066,63859.15625,1434.891921,2018
2006,24/07/2018,27/07/2018,TCU,18.63135,120492.4219,1576.743803,2018
2007,07/06/2018,11/06/2018,TCU,20.33479,132330.2773,2655.993448,2018
2008,12/10/2018,13/10/2018,TCU,26.81759,174209.0039,2404.645297,2018
2009,29/06/2018,09/08/2018,TCU,11759.62,76775934.11,80615.12226,2018
2010,24/06/2018,04/07/2018,TCU,163.3823,1060494.664,5187.786632,2018
2011,25/06/2018,05/07/2018,TCU,79.39225,517755.8086,4180.068204,2018
2012,16/07/2018,21/07/2018,TCU,106.9955,693241.5156,8291.950435,2018
2013,06/08/2018,08/08/2018,TCU,292.3123,1910538.793,9973.39962,2018
2014,09/09/2018,13/09/2018,TCU,574.9939,3736588.609,11489.87213,2018
2015,05/08/2018,20/08/2018,TCU,135.9872,890110.7148,7376.473826,2018
2016,23/01/2018,23/01/2018,ORC,0.1679536,982.8085938,137.6262854,2018
2017,28/01/2018,28/01/2018,ORC,0.4142567,2417.058594,220.265598,2018
2018,20/02/2018,20/02/2018,ORC,0.02049659,120,41.21805639,2018
2019,24/01/2018,24/01/2018,ORC,0.09832976,575.6367188,160.2417947,2018
2020,19/02/2018,19/02/2018,ORC,0.007379493,42.98046875,26.79817314,2018
2021,27/03/2018,27/03/2018,ORC,0.004819541,28.1796875,20.91367834,2018
2022,28/03/2018,28/03/2018,MCP,0.02353987,137.1796875,65.18328395,2018
2023,02/06/2018,10/06/2018,ORC,175.7186,1026564.402,6151.017892,2018
2024,11/06/2018,14/06/2018,ORC,154.9657,909667.9102,6139.694517,2018
2025,15/04/2018,15/04/2018,ORC,7.518083,44015.60547,1573.872147,2018
2026,11/07/2018,11/07/2018,ORC,0.2125467,1247.734375,183.467869,2018
2027,09/07/2018,09/07/2018,ORC,0.3192534,1866.585938,223.1387156,2018
2028,05/08/2018,05/08/2018,ORC,0.740642,4328.816406,315.0813947,2018
2029,02/08/2018,02/08/2018,MCP,2.909111,16943.59766,1011.666673,2018
2030,05/08/2018,05/08/2018,ORC,0.07474243,437.0898438,83.69247251,2018
2031,15/09/2018,15/09/2018,ORC,0.09713092,572.4023438,145.5487483,2018
2032,12/02/2018,12/02/2018,ORC,0.006579902,38.06640625,27.5346213,2018
2033,29/09/2018,29/09/2018,ORC,0.01172807,68.8515625,41.29677103,2018
2034,26/11/2018,26/11/2018,ORC,0.7929642,4619.902344,382.6319983,2018
2035,06/06/2018,06/06/2018,ORC,1.118917,6542.007813,893.321469,2018
2036,13/06/2018,13/06/2018,ORC,1.712397,10029.98047,641.9538812,2018
2037,28/05/2018,28/05/2018,LNU,5.426959,36585.68359,1364.73917,2018
2038,01/06/2018,01/06/2018,LNU,2.75961,18331.96484,631.395209,2018
2039,21/05/2018,21/05/2018,LNU,12.94914,84896.19922,1122.059352,2018
2040,18/07/2018,21/07/2018,LNU,822.23,5458161.723,14173.429,2018
2041,30/06/2018,11/07/2018,LNU,89831.15,597104332.3,213735.978,2018
2042,01/06/2018,01/06/2018,LNU,12.08517,80274.03125,1540.652241,2018
2043,28/07/2018,01/08/2018,LNU,136.7954,905504.5781,6334.075951,2018
2044,10/08/2018,12/08/2018,LNU,2158.429,14209554.09,20988.60057,2018
2045,26/08/2018,28/08/2018,LNU,103.5501,694614.8008,3283.024803,2018
2046,16/08/2018,16/08/2018,LNU,12.97519,86107.64844,2142.988481,2018
2047,08/08/2018,09/08/2018,LNU,40.67442,270520.5625,2684.220775,2018
2048,09/08/2018,09/08/2018,LNU,10.19067,67013.95313,1477.778309,2018
2049,30/08/2018,30/08/2018,LNU,58.4351,390224.6523,2643.87497,2018
2050,02/09/2018,03/09/2018,LNU,35.20044,235904.9805,2267.598131,2018
2051,21/07/2018,21/07/2018,LNU,50.16753,335833.1133,3998.393455,2018
2052,03/09/2018,03/09/2018,LNU,24.47021,163837.8281,2566.616844,2018
2053,08/09/2018,15/09/2018,LNU,2488.218,16563853.3,24727.28578,2018
2054,27/07/2018,10/08/2018,LNU,48920.39,328776999.5,123952.4179,2018
2055,27/07/2018,19/09/2018,LNU,410202.5,2774859061,450086.7901,2018
2056,13/06/2018,23/06/2018,RRU,156.3773,921320.5742,8280.471149,2018
2057,17/05/2018,18/05/2018,RRU,1260.987,7382636.465,15872.30504,2018
2058,,,RRU,281.6225,1656089.543,7178.546611,2018
2059,14/09/2018,15/09/2018,RRU,21.58016,126697.332,1856.193763,2018
2060,13/02/2018,13/02/2018,LAC,0.02526989,149.3515625,62.40671506,2018
2061,19/04/2018,20/04/2018,LAC,7.767941,46535.18359,1735.42714,2018
2062,04/05/2018,05/05/2018,LAC,17.8683,106552.0781,2311.124146,2018
2063,06/05/2018,06/05/2018,LAC,14.20331,84695.17969,3047.442358,2018
2064,09/06/2018,12/06/2018,LAC,175.1159,1042451.629,4169.410776,2018
2065,27/05/2018,27/05/2018,LAC,0.1131595,667.6484375,167.7954393,2018
2066,21/06/2018,21/06/2018,LAC,0.9127468,5428.96875,543.8060373,2018
2067,18/08/2018,18/08/2018,LAC,9.17901,54783.76953,2078.39088,2018
2068,08/09/2018,08/09/2018,LAC,0.1195796,705.2578125,105.7890061,2018
2069,04/06/2018,05/06/2018,LAC,1350.647,8076638.402,23581.68765,2018
2070,16/10/2018,16/10/2018,LAC,2.155347,12957.94141,860.1125735,2018
2071,01/11/2018,01/11/2018,LAC,0.08640093,514.1835938,97.58977962,2018
2072,22/09/2018,23/09/2018,LAC,3350.528,20020954.24,30913.28294,2018
2073,10/10/2018,10/10/2018,LAC,0.1335966,791.4101563,125.8020973,2018
2074,31/10/2018,31/10/2018,LAC,1.347234,7975.605529,601.4304445,2018
2075,07/11/2018,14/11/2018,LAC,6.980345,41912.03125,982.7724208,2018
2076,09/09/2018,09/09/2018,LAC,219.2987,1316299.031,5748.201094,2018
2077,25/12/2018,25/12/2018,LAC,2.18085,13017.66406,582.6222011,2018
2078,29/07/2018,29/07/2018,SLU,1.116125,6844.789063,341.5312333,2018
2079,02/09/2018,02/09/2018,SLU,46.9971,288213.9609,6330.47287,2018
2080,19/06/2018,19/06/2018,SKU,2.174773,15741.40234,463.6472511,2018
2081,15/05/2018,15/05/2018,SKU,2.701591,19746.25781,697.9276337,2018
2082,02/02/2018,02/02/2018,SKU,12.39872,90927.22266,1845.621545,2018
2083,07/03/2018,07/03/2018,SKU,1.086734,7846.445313,416.6704051,2018
2084,12/03/2018,12/03/2018,SKU,2.126607,15349.09766,788.30657,2018
2085,23/04/2018,23/04/2018,SKU,1.094254,7933.945313,707.7119345,2018
2086,13/05/2018,13/05/2018,SKU,1.055311,7612.234375,397.7360514,2018
2087,12/06/2018,12/06/2018,SKU,2.203994,16023.98828,969.6600374,2018
2088,15/07/2018,20/07/2018,SKU,223.8636,1626249.863,5510.012537,2018
2089,23/07/2018,26/07/2018,SKU,0.2656228,1931.472656,206.8735016,2018
2090,23/07/2018,26/07/2018,SKU,2.148668,15630.54297,608.2651436,2018
2091,10/10/2018,12/10/2018,SKU,15.11181,110620.6211,2238.149748,2018
2092,06/06/2018,07/06/2018,SKU,36.80684,266393.8477,2467.357095,2018
2093,05/07/2018,21/07/2018,SKU,38008.79,278368151.9,154918.8474,2018
2094,10/07/2018,10/07/2018,BTU,10.91887,74677.94531,1120.652323,2018
2095,19/07/2018,19/07/2018,BTU,32.67687,222768.3945,2331.361944,2018
2096,24/06/2018,24/06/2018,TGU,3416.661,23818380.83,39048.09845,2018
2097,26/06/2018,26/06/2018,BTU,357.3438,2439297.332,7414.673874,2018
2098,06/08/2018,10/08/2018,,11.45533,67814.49219,1352.031143,2018
2099,31/08/2018,07/09/2018,BDU,69.48309,411727.9727,6676.076104,2018
2100,21/06/2018,22/06/2018,BEU,1312.841,8215163.422,16057.37852,2018
2101,29/07/2018,18/12/2018,MVU,327.5861,1893313.102,8737.094186,2018
2102,26/07/2018,27/07/2018,LMU,256.1456,1786833.223,6497.522843,2018
2103,09/07/2018,11/07/2018,LNU,121.8599,820077.2344,5376.88824,2018
2104,06/07/2018,20/07/2018,BDU,1343.208,7948315.957,14286.15445,2018
2105,03/10/2018,28/11/2018,INF,46.22608,298704.7266,2382.431725,2018
2106,31/07/2018,29/08/2018,INF,308.7849,2001973.973,9572.613477,2018
2107,08/07/2018,02/09/2018,INF,2942.354,18534795.39,35444.89272,2018
2108,12/07/2018,30/07/2018,STF,6.804112,44203.5625,1454.231947,2018
2109,30/07/2018,30/07/2018,STF,4.401677,28889.01563,805.0831332,2018
2110,11/11/2018,,STF,10.33024,67908.68359,1725.985103,2018
2111,01/08/2018,,STF,36461.42,240469888.3,266577.6364,2018
2112,05/09/2018,,SHF,63505.61,451652749.7,213920.8684,2018
