id,date,obs,obs_value
USC00042269,19590502,PRCP,51
USC00042269,19590503,PRCP,25
USC00042269,19590504,PRCP,0
USC00042269,19590505,PRCP,0
USC00042269,19590506,PRCP,13
USC00042269,19590507,PRCP,0
USC00042269,19590508,PRCP,0
USC00042269,19590509,PRCP,8
USC00042269,19590510,PRCP,0
USC00042269,19590511,PRCP,0
USC00042269,19590512,PRCP,0
USC00042269,19590513,PRCP,0
USC00042269,19590514,PRCP,0
USC00042269,19590515,PRCP,20
USC00042269,19590516,PRCP,0
USC00042269,19590517,PRCP,0
USC00042269,19590518,PRCP,0
USC00042269,19590519,PRCP,0
USC00042269,19590520,PRCP,0
USC00042269,19590521,PRCP,0
USC00042269,19590522,PRCP,0
USC00042269,19590523,PRCP,10
USC00042269,19590524,PRCP,43
USC00042269,19590525,PRCP,0
USC00042269,19590526,PRCP,0
USC00042269,19590527,PRCP,66
USC00042269,19590528,PRCP,8
USC00042269,19590529,PRCP,33
USC00042269,19590530,PRCP,0
USC00042269,19590531,PRCP,0
USC00042269,19590501,SNOW,0
USC00042269,19590502,SNOW,0
USC00042269,19590503,SNOW,0
USC00042269,19590504,SNOW,0
USC00042269,19590505,SNOW,0
USC00042269,19590506,SNOW,0
USC00042269,19590507,SNOW,0
USC00042269,19590508,SNOW,0
USC00042269,19590509,SNOW,0
USC00042269,19590510,SNOW,0
USC00042269,19590511,SNOW,0
USC00042269,19590512,SNOW,0
USC00042269,19590513,SNOW,0
USC00042269,19590514,SNOW,0
USC00042269,19590515,SNOW,0
USC00042269,19590516,SNOW,0
USC00042269,19590517,SNOW,0
USC00042269,19590518,SNOW,0
USC00042269,19590519,SNOW,0
USC00042269,19590520,SNOW,0
USC00042269,19590521,SNOW,0
USC00042269,19590522,SNOW,0
USC00042269,19590523,SNOW,0
USC00042269,19590524,SNOW,0
USC00042269,19590525,SNOW,0
USC00042269,19590526,SNOW,0
USC00042269,19590527,SNOW,0
USC00042269,19590528,SNOW,0
USC00042269,19590529,SNOW,0
USC00042269,19590530,SNOW,0
USC00042269,19590531,SNOW,0
USC00042269,19590501,SNWD,0
