USC00049056,19320101,TMAX,39,Unnamed: 4,Unnamed: 5,6,Unnamed: 7
USC00049056,19320102,TMAX,22,,,6,
USC00049056,19320103,TMAX,17,,,6,
USC00049056,19320104,TMAX,44,,,6,
USC00049056,19320105,TMAX,0,,,6,
USC00049056,19320106,TMAX,72,,,6,
USC00049056,19320107,TMAX,72,,,6,
USC00049056,19320108,TMAX,78,,,6,
USC00049056,19320109,TMAX,83,,,6,
USC00049056,19320110,TMAX,33,,,6,
USC00049056,19320111,TMAX,117,,,6,
USC00049056,19320112,TMAX,28,,,6,
USC00049056,19320113,TMAX,-56,,,6,
USC00049056,19320114,TMAX,-50,,,6,
USC00049056,19320115,TMAX,-11,,,6,
USC00049056,19320116,TMAX,17,,,6,
USC00049056,19320117,TMAX,67,,,6,
USC00049056,19320118,TMAX,50,,,6,
USC00049056,19320119,TMAX,33,,,6,
USC00049056,19320120,TMAX,22,,,6,
USC00049056,19320121,TMAX,28,,,6,
USC00049056,19320122,TMAX,6,,,6,
USC00049056,19320123,TMAX,6,,,6,
USC00049056,19320124,TMAX,22,,,6,
USC00049056,19320125,TMAX,-6,,,6,
USC00049056,19320126,TMAX,28,,,6,
USC00049056,19320127,TMAX,0,,,6,
USC00049056,19320128,TMAX,-11,,,6,
USC00049056,19320129,TMAX,22,,,6,
USC00049056,19320130,TMAX,22,,,6,
USC00049056,19320131,TMAX,6,,,6,
USC00049056,19320101,TMIN,-56,,,6,
USC00049056,19320102,TMIN,-72,,,6,
USC00049056,19320103,TMIN,-111,,,6,
USC00049056,19320104,TMIN,-78,,,6,
USC00049056,19320105,TMIN,-61,,,6,
USC00049056,19320106,TMIN,-67,,,6,
USC00049056,19320107,TMIN,-89,,,6,
USC00049056,19320108,TMIN,-44,,,6,
USC00049056,19320109,TMIN,-11,,,6,
USC00049056,19320110,TMIN,-50,,,6,
USC00049056,19320111,TMIN,-33,,,6,
USC00049056,19320112,TMIN,-78,,,6,
USC00049056,19320113,TMIN,-161,,,6,
USC00049056,19320114,TMIN,-161,,,6,
USC00049056,19320115,TMIN,-83,,,6,
USC00049056,19320116,TMIN,-61,,,6,
USC00049056,19320117,TMIN,-83,,,6,
USC00049056,19320118,TMIN,-6,,,6,
USC00049056,19320119,TMIN,-28,,,6,
USC00049056,19320120,TMIN,-50,,,6,
USC00049056,19320121,TMIN,-100,,,6,
USC00049056,19320122,TMIN,-128,,,6,
USC00049056,19320123,TMIN,-161,,,6,
USC00049056,19320124,TMIN,-161,,,6,
USC00049056,19320125,TMIN,-139,,,6,
USC00049056,19320126,TMIN,-67,,,6,
USC00049056,19320127,TMIN,-83,,,6,
USC00049056,19320128,TMIN,-94,,,6,
USC00049056,19320129,TMIN,-22,,,6,
USC00049056,19320130,TMIN,-78,,,6,
USC00049056,19320131,TMIN,-67,,,6,
USC00049056,19320101,TOBS,-11,,,6,
