USC00044089,19840102,TMAX,94,Unnamed: 4,Unnamed: 5,0,0800
USC00044089,19840103,TMAX,122,,,0,800.0
USC00044089,19840104,TMAX,139,,,0,800.0
USC00044089,19840105,TMAX,139,,,0,800.0
USC00044089,19840106,TMAX,117,,,0,800.0
USC00044089,19840107,TMAX,139,,,0,800.0
USC00044089,19840108,TMAX,144,,,0,800.0
USC00044089,19840109,TMAX,144,,,0,800.0
USC00044089,19840110,TMAX,122,,,0,800.0
USC00044089,19840111,TMAX,111,,,0,800.0
USC00044089,19840112,TMAX,150,,,0,800.0
USC00044089,19840113,TMAX,106,,,0,800.0
USC00044089,19840114,TMAX,94,,,0,800.0
USC00044089,19840115,TMAX,50,,,0,800.0
USC00044089,19840116,TMAX,56,,,0,800.0
USC00044089,19840117,TMAX,100,,,0,800.0
USC00044089,19840118,TMAX,117,,,0,800.0
USC00044089,19840119,TMAX,78,,,0,800.0
USC00044089,19840120,TMAX,89,,,0,800.0
USC00044089,19840121,TMAX,89,,,0,800.0
USC00044089,19840122,TMAX,100,,,0,800.0
USC00044089,19840123,TMAX,122,,,0,800.0
USC00044089,19840124,TMAX,133,,,0,800.0
USC00044089,19840125,TMAX,156,,,0,800.0
USC00044089,19840126,TMAX,156,,,0,800.0
USC00044089,19840127,TMAX,161,,,0,800.0
USC00044089,19840128,TMAX,150,,,0,800.0
USC00044089,19840129,TMAX,156,,,0,800.0
USC00044089,19840130,TMAX,128,,,0,800.0
USC00044089,19840131,TMAX,100,,,0,800.0
USC00044089,19840102,TMIN,28,,,0,800.0
USC00044089,19840103,TMIN,33,,,0,800.0
USC00044089,19840104,TMIN,44,,,0,800.0
USC00044089,19840105,TMIN,56,,,0,800.0
USC00044089,19840106,TMIN,56,,,0,800.0
USC00044089,19840107,TMIN,50,,,0,800.0
USC00044089,19840108,TMIN,67,,,0,800.0
USC00044089,19840109,TMIN,44,,,0,800.0
USC00044089,19840110,TMIN,44,,,0,800.0
USC00044089,19840111,TMIN,56,,,0,800.0
USC00044089,19840112,TMIN,44,,,0,800.0
USC00044089,19840113,TMIN,11,,,0,800.0
USC00044089,19840114,TMIN,22,,,0,800.0
USC00044089,19840115,TMIN,6,,,0,800.0
USC00044089,19840116,TMIN,17,,,0,800.0
USC00044089,19840117,TMIN,22,,,0,800.0
USC00044089,19840118,TMIN,-6,,,0,800.0
USC00044089,19840119,TMIN,0,,,0,800.0
USC00044089,19840120,TMIN,17,,,0,800.0
USC00044089,19840121,TMIN,11,,,0,800.0
USC00044089,19840122,TMIN,11,,,0,800.0
USC00044089,19840123,TMIN,44,,,0,800.0
USC00044089,19840124,TMIN,39,,,0,800.0
USC00044089,19840125,TMIN,61,,,0,800.0
USC00044089,19840126,TMIN,39,,,0,800.0
USC00044089,19840127,TMIN,11,,,0,800.0
